Date,KO,PEP
2014-01-02,28.097097396850586,57.93716049194336
2014-01-03,27.958890914916992,58.03596878051758
2014-01-06,27.82759666442871,58.06420135498047
2014-01-07,27.910533905029297,58.9110221862793
2014-01-08,27.599557876586914,58.74165725708008
2014-01-09,27.454444885253906,58.46643829345703
2014-01-10,27.730863571166992,58.925140380859375
2014-01-13,27.316234588623047,58.127716064453125
2014-01-14,27.42679786682129,58.127716064453125
2014-01-15,27.475168228149414,58.49467849731445
2014-01-16,27.44062042236328,58.4734992980957
2014-01-17,27.14348030090332,58.00775146484375
2014-01-21,27.585737228393555,58.515865325927734
2014-01-22,27.571928024291992,58.46643829345703
2014-01-23,27.115842819213867,58.170040130615234
2014-01-24,26.839431762695312,57.464359283447266
2014-01-27,26.763418197631836,57.90894317626953
2014-01-28,26.86016273498535,58.09244155883789
2014-01-29,26.189868927001953,56.610477447509766
2014-01-30,26.37643814086914,57.21733856201172
2014-01-31,26.134578704833984,56.70927810668945
2014-02-03,25.70615005493164,55.446083068847656
2014-02-04,25.89963722229004,55.62250518798828
2014-02-05,25.98946762084961,56.045921325683594
2014-02-06,26.27970314025879,56.024749755859375
2014-02-07,26.224416732788086,56.610477447509766
2014-02-10,26.652854919433594,56.878658294677734
2014-02-11,26.70122718811035,57.33736038208008
2014-02-12,26.611398696899414,57.5067024230957
2014-02-13,26.70814323425293,56.23645782470703
2014-02-14,26.901626586914062,55.107364654541016
2014-02-18,25.892732620239258,55.170875549316406
2014-02-19,25.637046813964844,54.40871810913086
2014-02-20,25.775243759155273,55.05091094970703
2014-02-21,25.69232749938965,55.19908905029297
2014-02-24,25.913461685180664,55.664878845214844
2014-02-25,26.100032806396484,55.91184997558594
2014-02-26,26.169137954711914,55.50257110595703
2014-02-27,26.307340621948242,55.79893112182617
2014-02-28,26.397172927856445,56.5046272277832
2014-03-03,26.34189796447754,56.116519927978516
2014-03-04,26.473196029663086,57.0550651550293
2014-03-05,26.500825881958008,57.643524169921875
2014-03-06,26.58375358581543,57.79988479614258
2014-03-07,26.6390323638916,57.963321685791016
2014-03-10,26.70814323425293,58.084163665771484
2014-03-11,26.811796188354492,58.85166931152344
2014-03-12,26.794376373291016,58.382652282714844
2014-03-13,26.446134567260742,58.13389587402344
2014-03-14,26.585424423217773,57.565330505371094
2014-03-17,26.655078887939453,58.31156539916992
2014-03-18,26.74562644958496,58.2404899597168
2014-03-19,26.564529418945312,57.82828903198242
2014-03-20,26.780441284179688,58.1765251159668
2014-03-21,26.77349090576172,58.37552261352539
2014-03-24,26.74562644958496,58.19784927368164
2014-03-25,26.898853302001953,58.560306549072266
2014-03-26,26.891883850097656,58.89432144165039
2014-03-27,27.03814697265625,58.6597785949707
