Date,AAPL,MSFT
2018-06-26,43.57753372192383,92.12336730957031
2018-06-27,43.513736724853516,90.69149780273438
2018-06-28,43.83036804199219,91.70494842529297
2018-06-29,43.73820877075195,91.68637084960938
2018-07-02,44.22732162475586,92.98807525634766
2018-07-03,43.45702362060547,92.0954818725586
2018-07-05,43.80672836303711,92.75560760498047
2018-07-06,44.413978576660156,94.05733489990234
2018-07-09,45.030677795410156,94.69886779785156
2018-07-10,44.976314544677734,94.9499282836914
2018-07-11,44.39270782470703,94.81974792480469
2018-07-12,45.13700485229492,96.87455749511719
2018-07-13,45.207889556884766,98.02750396728516
2018-07-16,45.108646392822266,97.54401397705078
2018-07-17,45.236244201660156,98.5110092163086
2018-07-18,44.98814010620117,97.73927307128906
2018-07-19,45.33784484863281,97.06983184814453
2018-07-20,45.23387908935547,98.80852508544922
2018-07-23,45.27404022216797,100.38917541503906
2018-07-24,45.60247039794922,100.10094451904297
2018-07-25,46.03251647949219,103.04837036132812
2018-07-26,45.88837814331055,101.92330932617188
2018-07-27,45.12518310546875,100.11953735351562
2018-07-30,44.87237548828125,97.97174072265625
2018-07-31,44.96215057373047,98.63186645507812
2018-08-01,47.61088180541992,98.81782531738281
2018-08-02,49.0025749206543,100.01725006103516
2018-08-03,49.14435577392578,100.45425415039062
2018-08-06,49.39952087402344,100.53794860839844
2018-08-07,48.936424255371094,101.23526000976562
2018-08-08,48.96949768066406,101.80243682861328
2018-08-09,49.354652404785156,101.96981048583984
2018-08-10,49.20763397216797,101.34687042236328
2018-08-13,49.52536392211914,100.61231994628906
2018-08-14,49.7340202331543,101.86754608154297
2018-08-15,49.85020065307617,100.48616790771484
2018-08-16,50.580501556396484,100.46749877929688
2018-08-17,51.59060287475586,100.41149139404297
2018-08-20,51.087921142578125,99.7488021850586
2018-08-21,50.98833084106445,98.91812133789062
2018-08-22,50.99069595336914,99.9261245727539
2018-08-23,51.09503173828125,100.39283752441406
2018-08-24,51.25389862060547,101.17684936523438
2018-08-27,51.675960540771484,102.29689025878906
2018-08-28,52.09326171875,102.91290283203125
2018-08-29,52.8709831237793,104.55562591552734
2018-08-30,53.35707473754883,104.49031066894531
2018-08-31,53.97356414794922,104.8449935913086
2018-09-04,54.14665985107422,104.26628875732422
2018-09-05,53.79335403442383,101.26085662841797
2018-09-06,52.899452209472656,101.49419403076172
2018-09-07,52.47264862060547,100.99950408935547
2018-09-10,51.76842498779297,102.09153747558594
2018-09-11,53.07727813720703,103.82759857177734
2018-09-12,52.41810989379883,104.26628875732422
2018-09-13,53.68428421020508,105.38632202148438
2018-09-14,53.07490921020508,105.81570434570312
2018-09-17,51.66172790527344,104.66764068603516
2018-09-18,51.747093200683594,105.66632843017578
2018-09-19,51.77791213989258,104.25695037841797
2018-09-20,52.17152404785156,106.00233459472656
2018-09-21,51.60956573486328,106.64636993408203
2018-09-24,52.35171890258789,107.02906799316406
2018-09-25,52.683677673339844,106.8237075805664
2018-09-26,52.263999938964844,106.38504028320312
2018-09-27,53.338104248046875,106.78639221191406
2018-09-28,53.52542495727539,106.74903869628906
2018-10-01,53.88582992553711,107.90644073486328
2018-10-02,54.36478805541992,107.47706604003906
2018-10-03,55.026336669921875,107.4957275390625
2018-10-04,54.05892562866211,105.2743148803711
2018-10-05,53.181610107421875,104.65830993652344
2018-10-08,53.05832290649414,103.46359252929688
2018-10-09,53.79335403442383,104.7796401977539
2018-10-10,51.30131912231445,99.08610534667969
2018-10-11,50.84843826293945,98.852783203125
2018-10-12,52.664710998535156,102.26889038085938
2018-10-15,51.53843688964844,100.43016052246094
2018-10-16,52.67420196533203,103.60359191894531
2018-10-17,52.446571350097656,103.33291625976562
2018-10-18,51.220703125,101.27019500732422
2018-10-19,52.000797271728516,101.41954040527344
2018-10-22,52.318519592285156,102.32489013671875
2018-10-23,52.81172180175781,100.89682006835938
2018-10-24,51.00019073486328,95.50199127197266
2018-10-25,52.11698532104492,101.08352661132812
2018-10-26,51.287105560302734,99.83279418945312
2018-10-29,50.32442855834961,96.93003845214844
2018-10-30,50.57576370239258,96.81803894042969
2018-10-31,51.89409255981445,99.69278717041016
2018-11-01,52.690792083740234,98.86211395263672
2018-11-02,49.19577407836914,99.08610534667969
2018-11-05,47.7991943359375,100.34615325927734
2018-11-06,48.31608963012695,100.54216003417969
2018-11-07,49.78144454956055,104.49962615966797
2018-11-08,49.60774612426758,104.30362701416016
2018-11-09,48.65122985839844,102.26889038085938
2018-11-12,46.20046615600586,99.7488021850586
2018-11-13,45.73887634277344,99.81414031982422
2018-11-14,44.446868896484375,98.3986587524414
2018-11-15,45.54375457763672,100.56403350830078
2018-11-16,46.048187255859375,101.51082611083984
2018-11-19,44.22318649291992,98.07058715820312
2018-11-20,42.11031723022461,95.3427505493164
2018-11-21,42.06270980834961,96.65509796142578
2018-11-23,40.99437713623047,96.61761474609375
2018-11-26,41.54878234863281,99.80477905273438
2018-11-27,41.4583625793457,100.43281555175781
2018-11-28,43.05253982543945,104.16365814208984
2018-11-29,42.72180938720703,103.29190063476562
2018-11-30,42.49102020263672,103.94808197021484
2018-12-03,43.97574234008789,105.07294464111328
2018-12-04,42.04130554199219,101.7264175415039
2018-12-06,41.572574615478516,102.3544921875
2018-12-07,40.090206146240234,98.2580337524414
2018-12-10,40.35432434082031,100.85466003417969
2018-12-11,40.123531341552734,101.79203796386719
2018-12-12,40.2353515625,102.2513656616211
2018-12-13,40.6755485534668,102.59821319580078
2018-12-14,39.3740234375,99.39231872558594
2018-12-17,39.007591247558594,96.44889068603516
2018-12-18,39.514408111572266,97.46125030517578
2018-12-19,38.28188705444336,97.19880676269531
2018-12-20,37.315853118896484,95.15528869628906
2018-12-21,35.864437103271484,92.08059692382812
2018-12-24,34.93647003173828,88.23728942871094
2018-12-26,37.39674758911133,94.2647476196289
2018-12-27,37.15406036376953,94.84593963623047
2018-12-28,37.173091888427734,94.10538482666016
2018-12-31,37.532386779785156,95.2115249633789
2019-01-02,37.5752067565918,94.78968811035156
2019-01-03,33.83243179321289,91.30255126953125
2019-01-04,35.27672576904297,95.5489730834961
2019-01-07,35.198211669921875,95.67085266113281
2019-01-08,35.86919403076172,96.36453247070312
2019-01-09,36.47831344604492,97.74249267578125
2019-01-10,36.594905853271484,97.11443328857422
2019-01-11,36.23561096191406,96.36453247070312
2019-01-14,35.69074249267578,95.66146850585938
2019-01-15,36.421207427978516,98.43617248535156
2019-01-16,36.86615753173828,98.78299713134766
2019-01-17,37.085052490234375,99.47669219970703
2019-01-18,37.313472747802734,100.96712493896484
2019-01-22,36.4759407043457,99.0642318725586
2019-01-23,36.62345504760742,100.02973175048828
2019-01-24,36.33317565917969,99.55165100097656
2019-01-25,37.53712844848633,100.46095275878906
2019-01-28,37.189762115478516,98.50178527832031
2019-01-29,36.80428695678711,96.49575805664062
2019-01-30,39.31929016113281,99.72039031982422
2019-01-31,39.602447509765625,97.89247131347656
2019-02-01,39.621482849121094,96.34577941894531
2019-02-04,40.746917724609375,99.1204605102539
2019-02-05,41.444087982177734,100.5078125
2019-02-06,41.4583625793457,99.39231872558594
2019-02-07,40.673179626464844,98.67988586425781
2019-02-08,40.7209587097168,99.05484008789062
2019-02-11,40.48678207397461,98.6611557006836
2019-02-12,40.83565139770508,100.19844818115234
2019-02-13,40.66600036621094,100.12347412109375
2019-02-14,40.814151763916016,100.20784759521484
2019-02-15,40.72334289550781,101.4452133178711
2019-02-19,40.84521484375,101.39834594726562
2019-02-20,41.108062744140625,100.87116241455078
2019-02-21,40.876277923583984,102.99873352050781
2019-02-22,41.33269500732422,104.46731567382812
2019-02-25,41.63377380371094,105.05098724365234
2019-02-26,41.65766906738281,105.77586364746094
2019-02-27,41.78670883178711,105.59700012207031
2019-02-28,41.375694274902344,105.46519470214844
2019-03-01,41.810611724853516,105.93590545654297
2019-03-04,42.02090072631836,105.68171691894531
2019-03-05,41.94443130493164,105.154541015625
2019-03-06,41.70307159423828,105.20158386230469
2019-03-07,41.220375061035156,103.92130279541016
2019-03-08,41.318355560302734,104.03425598144531
2019-03-11,42.749717712402344,106.21834564208984
2019-03-12,43.23003387451172,106.9620361328125
2019-03-13,43.42118835449219,107.79045104980469
2019-03-14,43.90388870239258,107.87517547607422
2019-03-15,44.47499084472656,109.11784362792969
2019-03-18,44.929019927978516,110.68055725097656
2019-03-19,44.572975158691406,110.7558822631836
2019-03-20,44.96247100830078,110.63347625732422
2019-03-21,46.61845779418945,113.17527770996094
2019-03-22,45.653072357177734,110.1910171508789
2019-03-25,45.101070404052734,110.7652816772461
2019-03-26,44.63509750366211,111.00064849853516
2019-03-27,45.03654098510742,109.92743682861328
2019-03-28,45.096282958984375,110.07806396484375
2019-03-29,45.39019775390625,111.02886962890625
2019-04-01,45.698455810546875,112.04557800292969
2019-04-02,46.362762451171875,112.20562744140625
2019-04-03,46.68058776855469,112.9399185180664
2019-04-04,46.761837005615234,112.36565399169922
2019-04-05,47.07486343383789,112.8646011352539
2019-04-08,47.815635681152344,112.90227508544922
2019-04-09,47.672271728515625,112.29035186767578
2019-04-10,47.93989944458008,113.14703369140625
2019-04-11,47.54084014892578,113.27880859375
2019-04-12,47.52171325683594,113.86250305175781
2019-04-15,47.60774230957031,113.95664978027344
2019-04-16,47.61252975463867,113.69303894042969
2019-04-17,48.53968811035156,114.63442993164062
2019-04-18,48.71413040161133,116.14068603515625
2019-04-22,48.87422561645508,116.50782012939453
2019-04-23,49.57915115356445,118.0893783569336
2019-04-24,49.502689361572266,117.6845932006836
2019-04-25,49.053436279296875,121.58196258544922
2019-04-26,48.81926727294922,122.27860260009766
2019-04-29,48.893348693847656,122.1656723022461
2019-04-30,47.95183563232422,122.947021484375
2019-05-01,50.30559158325195,120.38640594482422
2019-05-02,49.978214263916016,118.81425476074219
2019-05-03,50.59950637817383,121.34662628173828
2019-05-06,49.818111419677734,120.64055633544922
2019-05-07,48.47515869140625,118.16468811035156
2019-05-08,48.48472213745117,118.1552963256836
2019-05-09,47.96379470825195,118.14585876464844
2019-05-10,47.29933166503906,119.68034362792969
2019-05-13,44.55031967163086,116.12187194824219
2019-05-14,45.25556564331055,117.42101287841797
2019-05-15,45.79768753051758,119.07455444335938
2019-05-16,45.59619903564453,121.82414245605469
2019-05-17,45.337120056152344,121.01155853271484
2019-05-20,43.9194450378418,119.2635269165039
2019-05-21,44.761409759521484,119.90603637695312
2019-05-22,43.84506607055664,120.63359832763672
2019-05-23,43.09666061401367,119.22572326660156
2019-05-24,42.93113327026367,119.28241729736328
2019-05-28,42.753623962402344,119.20683288574219
2019-05-29,42.54972457885742,118.0540771484375
2019-05-30,42.77042007446289,118.8005142211914
2019-05-31,41.99561309814453,116.8635025024414
2019-06-03,41.571022033691406,113.23513793945312
2019-06-04,43.091854095458984,116.3721694946289
2019-06-05,43.78749465942383,118.89500427246094
2019-06-06,44.43038558959961,120.77534484863281
2019-06-07,45.612979888916016,124.15802001953125
2019-06-10,46.19589614868164,125.29190826416016
2019-06-11,46.73081970214844,124.81946563720703
2019-06-12,46.58209228515625,124.24308013916016
2019-06-13,46.572505950927734,125.02731323242188
2019-06-14,46.234275817871094,125.150146484375
2019-06-17,46.5101318359375,125.52812957763672
2019-06-18,47.603973388671875,127.7107925415039
2019-06-19,47.46483612060547,128.2115936279297
2019-06-20,47.84626007080078,129.4021759033203
2019-06-21,47.68313980102539,129.4210205078125
2019-06-24,47.635169982910156,130.18637084960938
2019-06-25,46.913124084472656,126.07612609863281
2019-06-26,47.92781448364258,126.5485610961914
2019-06-27,47.913429260253906,126.75646209716797
2019-06-28,47.476844787597656,126.57694244384766
2019-07-01,48.347599029541016,128.20213317871094
2019-07-02,48.63066101074219,129.0525360107422
2019-07-03,49.03364944458008,129.88404846191406
2019-07-05,48.990474700927734,129.506103515625
2019-07-08,47.9805908203125,129.4115753173828
2019-07-09,48.27324676513672,128.9391632080078
2019-07-10,48.750606536865234,130.2525634765625
2019-07-11,48.39557647705078,130.77220153808594
2019-07-12,48.767391204833984,131.24468994140625
2019-07-15,49.2255744934082,131.24468994140625
2019-07-16,49.05524826049805,129.5249786376953
2019-07-17,48.77937698364258,128.75962829589844
2019-07-18,49.3335075378418,128.90135192871094
2019-07-19,48.59707260131836,129.09034729003906
2019-07-22,49.70771408081055,130.8005828857422
2019-07-23,50.096317291259766,131.61314392089844
2019-07-24,50.055538177490234,132.96434020996094
2019-07-25,49.65974044799805,132.46360778808594
2019-07-26,49.83244323730469,133.55020141601562
2019-07-29,50.29780960083008,133.25729370117188
2019-07-30,50.08192825317383,132.61476135253906
2019-07-31,51.10380935668945,128.75962829589844
2019-08-01,49.99797058105469,130.45095825195312
2019-08-02,48.94010543823242,129.3549041748047
2019-08-05,46.378196716308594,124.92338562011719
2019-08-06,47.25615310668945,127.26668548583984
2019-08-07,47.745506286621094,127.82415008544922
2019-08-08,48.798583984375,131.23521423339844
2019-08-09,48.39645767211914,130.12022399902344
2019-08-12,48.273643493652344,128.30609130859375
2019-08-13,50.317955017089844,130.96121215820312
2019-08-14,48.82024002075195,127.01738739013672
2019-08-15,48.57704544067383,126.73294830322266
2019-08-16,49.72321319580078,129.05563354492188
2019-08-19,50.65026092529297,131.2172088623047
2019-08-20,50.65266799926758,130.1269073486328
2019-08-21,51.201656341552734,131.5774383544922
2019-08-22,51.158321380615234,130.61988830566406
2019-08-23,48.79375457763672,126.45802307128906
2019-08-26,49.720802307128906,128.41102600097656
2019-08-27,49.159759521484375,128.68594360351562
2019-08-28,49.489646911621094,128.51527404785156
2019-08-29,50.32759094238281,130.94224548339844
2019-08-30,50.26258087158203,130.69577026367188
2019-09-03,49.53058624267578,128.9703369140625
2019-09-04,50.37094497680664,130.47772216796875
2019-09-05,51.355770111083984,132.7719268798828
2019-09-06,51.350955963134766,131.87130737304688
2019-09-09,51.570064544677734,130.37342834472656
2019-09-10,52.17926025390625,129.00830078125
2019-09-11,53.838314056396484,129.0461883544922
2019-09-12,53.71792221069336,130.37342834472656
2019-09-13,52.67289352416992,130.18382263183594
2019-09-16,52.949798583984375,129.24525451660156
2019-09-17,53.142417907714844,130.25018310546875
2019-09-18,53.640869140625,131.32144165039062
2019-09-19,53.20504379272461,133.73895263671875
2019-09-20,52.42728042602539,132.19371032714844
2019-09-23,52.6656608581543,131.9092254638672
2019-09-24,52.41524124145508,130.24070739746094
2019-09-25,53.22188949584961,132.11781311035156
2019-09-26,52.94738006591797,132.28843688964844
2019-09-27,52.689735412597656,130.57249450683594
2019-09-30,53.9298210144043,131.80499267578125
2019-10-01,54.079105377197266,129.94680786132812
2019-10-02,52.72345733642578,127.65254974365234
2019-10-03,53.171329498291016,129.19786071777344
2019-10-04,54.66181564331055,130.94224548339844
2019-10-07,54.67385482788086,129.99423217773438
2019-10-08,54.033355712890625,128.6195831298828
2019-10-09,54.66663360595703,131.05606079101562
2019-10-10,55.4034538269043,131.87130737304688
2019-10-11,56.8770866394043,132.42117309570312
2019-10-14,56.79521179199219,132.2979278564453
2019-10-15,56.66278076171875,134.2129669189453
2019-10-16,56.43403625488281,133.1132354736328
2019-10-17,56.65314865112305,132.4306640625
2019-10-18,56.92524719238281,130.2691650390625
2019-10-21,57.912498474121094,131.23614501953125
2019-10-22,57.78004837036133,129.283203125
2019-10-23,58.555397033691406,130.1079864501953
2019-10-24,58.65171813964844,132.66766357421875
2019-10-25,59.37408447265625,133.4166259765625
2019-10-28,59.968849182128906,136.69680786132812
2019-10-29,58.581886291503906,135.40750122070312
2019-10-30,58.57466125488281,137.09494018554688
2019-10-31,59.899009704589844,135.91941833496094
2019-11-01,61.598995208740234,136.251220703125
2019-11-04,62.003517150878906,137.03807067871094
2019-11-05,61.914424896240234,136.9528045654297
2019-11-06,61.9409065246582,136.5735626220703
2019-11-07,62.65577697753906,136.7631378173828
2019-11-08,62.827266693115234,138.3748321533203
2019-11-11,63.32478332519531,138.5170440673828
2019-11-12,63.26681900024414,139.4271697998047
2019-11-13,63.873008728027344,139.6546630859375
2019-11-14,63.43104934692383,140.3656768798828
2019-11-15,64.18455505371094,142.1764678955078
2019-11-18,64.50821685791016,142.5271759033203
2019-11-19,64.31258392333984,142.57461547851562
2019-11-20,63.56386947631836,142.3272705078125
2019-11-21,63.278892517089844,142.19412231445312
2019-11-22,63.22334289550781,142.29876708984375
2019-11-25,64.33190155029297,143.8588104248047
2019-11-26,63.82954025268555,144.6197967529297
2019-11-27,64.68693542480469,144.89566040039062
2019-11-29,64.54443359375,144.00149536132812
2019-12-02,63.798152923583984,142.2606964111328
2019-12-03,62.66062927246094,142.03237915039062
2019-12-04,63.21368408203125,142.54608154296875
2019-12-05,64.14111328125,142.62213134765625
2019-12-06,65.38006591796875,144.3534698486328
2019-12-09,64.46473693847656,143.98248291015625
2019-12-10,64.84148406982422,143.76373291015625
2019-12-11,65.39454650878906,144.30589294433594
2019-12-12,65.56120300292969,145.77085876464844
2019-12-13,66.4523696899414,146.99795532226562
2019-12-16,67.58989715576172,147.94920349121094
2019-12-17,67.72274017333984,147.150146484375
2019-12-18,67.56092071533203,146.8457489013672
2019-12-19,67.62853240966797,148.1204376220703
2019-12-20,67.48847198486328,149.73757934570312
2019-12-23,68.58977508544922,149.73757934570312
2019-12-24,68.65496063232422,149.7090606689453
2019-12-26,70.01712036132812,150.93617248535156
2019-12-27,69.99055480957031,151.21205139160156
2019-12-30,70.40596771240234,149.9087677001953
2019-12-31,70.92037200927734,150.0134735107422
2020-01-02,72.53849029541016,152.7911376953125
2020-01-03,71.83329772949219,150.88861083984375
2020-01-06,72.40568542480469,151.27862548828125
2020-01-07,72.06514739990234,149.8992919921875
2020-01-08,73.22441864013672,152.28697204589844
2020-01-09,74.77975463867188,154.18946838378906
2020-01-10,74.94879150390625,153.47601318359375
2020-01-13,76.550048828125,155.32147216796875
2020-01-14,75.51636505126953,154.22755432128906
2020-01-15,75.19274139404297,155.22634887695312
2020-01-16,76.13463592529297,158.07061767578125
2020-01-17,76.97752380371094,158.95529174804688
2020-01-21,76.45587158203125,158.38450622558594
2020-01-22,76.72879028320312,157.62347412109375
2020-01-23,77.09828186035156,158.59381103515625
2020-01-24,76.87609100341797,156.9956512451172
2020-01-27,74.61553955078125,154.37020874023438
2020-01-28,76.72633361816406,157.39524841308594
2020-01-29,78.3324203491211,159.8494415283203
2020-01-30,78.21890258789062,164.35842895507812
2020-01-31,74.75078582763672,161.93270874023438
2020-02-03,74.54547882080078,165.88047790527344
2020-02-04,77.00651550292969,171.34066772460938
2020-02-05,77.63444519042969,171.13137817382812
2020-02-06,78.5425033569336,174.67958068847656
2020-02-07,77.47492218017578,174.9269256591797
2020-02-10,77.8429183959961,179.50247192382812
2020-02-11,77.37322998046875,175.45010375976562
2020-02-12,79.21068572998047,175.7069549560547
2020-02-13,78.6466293334961,174.75567626953125
2020-02-14,78.6659927368164,176.3157501220703
2020-02-18,77.22555541992188,178.10406494140625
2020-02-19,78.3440170288086,178.6383056640625
2020-02-20,77.54029846191406,175.9102325439453
2020-02-21,75.78515625,170.34927368164062
2020-02-24,72.18533325195312,163.00453186035156
2020-02-25,69.7402572631836,160.31468200683594
2020-02-26,70.84660339355469,162.31776428222656
2020-02-27,66.2154769897461,150.8810577392578
2020-02-28,66.17675018310547,154.53431701660156
2020-03-02,72.3378677368164,164.81687927246094
2020-03-03,70.04045867919922,156.91897583007812
2020-03-04,73.28925323486328,162.68026733398438
2020-03-05,70.91195678710938,158.59776306152344
2020-03-06,69.9702377319336,154.11463928222656
2020-03-09,64.4361572265625,143.6698455810547
2020-03-10,69.07695770263672,153.49456787109375
2020-03-11,66.67787170410156,146.54103088378906
2020-03-12,60.09312057495117,132.643310546875
2020-03-13,67.2927474975586,151.5010528564453
2020-03-16,58.63575744628906,129.17123413085938
2020-03-17,61.21398162841797,139.80677795410156
2020-03-18,59.715457916259766,133.92149353027344
2020-03-19,59.257930755615234,136.12490844726562
2020-03-20,55.495906829833984,131.01220703125
2020-03-23,54.31694030761719,129.7053985595703
2020-03-24,59.766300201416016,141.4950714111328
2020-03-25,59.437068939208984,140.140625
2020-03-26,62.564823150634766,148.9065399169922
2020-03-27,59.97450256347656,142.79232788085938
2020-03-30,61.686058044433594,152.83644104003906
2020-03-31,61.56016540527344,150.43275451660156
2020-04-01,58.3210563659668,145.0911407470703
2020-04-02,59.29424285888672,148.0957794189453
2020-04-03,58.44209289550781,146.7317657470703
2020-04-06,63.540435791015625,157.6439208984375
2020-04-07,62.804481506347656,155.94607543945312
2020-04-08,64.41193389892578,157.51034545898438
2020-04-09,64.87673950195312,157.5198974609375
2020-04-13,66.15010833740234,157.87278747558594
2020-04-14,69.49089813232422,165.68490600585938
2020-04-15,68.85663604736328,163.94888305664062
2020-04-16,69.40375518798828,168.87075805664062
2020-04-17,68.46204376220703,170.3588104248047
2020-04-20,67.04100036621094,166.98211669921875
2020-04-21,64.96874237060547,160.07623291015625
2020-04-22,66.840087890625,165.5132293701172
2020-04-23,66.5810546875,163.51010131835938
2020-04-24,68.50320434570312,166.49569702148438
2020-04-27,68.55162811279297,166.01876831054688
2020-04-28,67.44046020507812,161.9744110107422
2020-04-29,69.65553283691406,169.24276733398438
2020-04-30,71.12499237060547,170.940673828125
2020-05-01,69.97996520996094,166.51473999023438
2020-05-04,70.97007751464844,170.5877685546875
2020-05-05,72.0352554321289,172.4191131591797
2020-05-06,72.77845001220703,174.1169891357422
2020-05-07,73.53133392333984,175.12808227539062
2020-05-08,75.28150177001953,176.15821838378906
2020-05-11,76.4660873413086,178.12319946289062
2020-05-12,75.59223175048828,174.08834838867188
2020-05-13,74.67949676513672,171.4557342529297
2020-05-14,75.13829803466797,172.19972229003906
2020-05-15,74.69407653808594,174.70838928222656
2020-05-18,76.4539566040039,176.3776397705078
2020-05-19,76.01216125488281,175.1566925048828
2020-05-20,77.49047088623047,177.58621215820312
2020-05-21,76.91273498535156,175.45321655273438
2020-05-22,77.40792083740234,175.52976989746094
2020-05-26,76.88360595703125,173.6741180419922
2020-05-27,77.21858978271484,173.90365600585938
2020-05-28,77.25255584716797,173.511474609375
2020-05-29,77.17733001708984,175.2810516357422
2020-06-01,78.1264419555664,174.8793182373047
2020-06-02,78.48812866210938,176.86886596679688
2020-06-03,78.92020416259766,177.29930114746094
