Date,F,GM
2018-01-02,8.35867977142334,36.806617736816406
2018-01-03,8.42470645904541,37.70477294921875
2018-01-04,8.569958686828613,38.86708068847656
2018-01-05,8.715211868286133,38.75260925292969
2018-01-08,8.68220043182373,38.937530517578125
2018-01-09,8.635984420776367,38.7878303527832
2018-01-10,8.602971076965332,37.86326599121094
2018-01-11,8.688800811767578,38.91111755371094
2018-01-12,8.735017776489258,38.805450439453125
2018-01-16,8.649188041687012,38.91111755371094
2018-01-17,8.041763305664062,38.77021789550781
2018-01-18,7.969136714935303,38.62052536010742
2018-01-19,7.922919750213623,37.9953498840332
2018-01-22,7.936126232147217,38.118621826171875
2018-01-23,7.896509647369385,38.1978759765625
2018-01-24,7.955932140350342,38.884681701660156
2018-01-25,7.6390156745910645,38.004146575927734
2018-01-26,7.691832542419434,38.29472732543945
2018-01-29,7.522709846496582,37.8808708190918
2018-01-30,7.482120513916016,37.59910583496094
2018-01-31,7.4212327003479,37.34375
2018-02-01,7.387406826019287,37.361358642578125
2018-02-02,7.245344638824463,36.10218811035156
2018-02-05,6.927387237548828,34.816593170166016
2018-02-06,7.279168605804443,36.85945510864258
2018-02-07,7.279168605804443,37.326141357421875
2018-02-08,7.055922985076904,35.882049560546875
2018-02-09,7.123571872711182,36.50722885131836
2018-02-12,7.2385783195495605,36.982723236083984
2018-02-13,7.164162635803223,36.45439529418945
2018-02-14,7.26563835144043,36.815425872802734
2018-02-15,7.279168605804443,36.85063934326172
2018-02-16,7.17769193649292,36.18143081665039
2018-02-20,7.191222667694092,35.89966583251953
2018-02-21,7.17092752456665,35.71475601196289
2018-02-22,7.191222667694092,36.022945404052734
2018-02-23,7.2385783195495605,36.022945404052734
2018-02-26,7.3671159744262695,36.57768249511719
2018-02-27,7.17769193649292,35.371341705322266
2018-02-28,7.17769193649292,34.64928436279297
2018-03-01,6.961211681365967,33.27565002441406
2018-03-02,7.035628318786621,32.958648681640625
2018-03-05,7.157398223876953,33.23162078857422
2018-03-06,7.191222667694092,33.398929595947266
2018-03-07,7.191222667694092,33.23162078857422
2018-03-08,7.17769193649292,33.65857696533203
2018-03-09,7.258872985839844,33.65857696533203
2018-03-12,7.312992572784424,33.64968490600586
2018-03-13,7.292699337005615,33.80979537963867
2018-03-14,7.4550604820251465,33.525150299072266
2018-03-15,7.4888834953308105,33.66746139526367
2018-03-16,7.543005466461182,33.74753189086914
2018-03-19,7.448294639587402,32.9202880859375
2018-03-20,7.4347639083862305,32.81355667114258
2018-03-21,7.509179592132568,33.42731475830078
2018-03-22,7.272401809692383,32.33323287963867
2018-03-23,7.143868923187256,31.283626556396484
2018-03-26,7.326523780822754,32.01301193237305
2018-03-27,7.326523780822754,31.016775131225586
2018-03-28,7.346817970275879,31.550474166870117
2018-03-29,7.4956488609313965,32.32433319091797
2018-04-02,7.346817970275879,31.808420181274414
2018-04-03,7.543005466461182,32.858028411865234
2018-04-04,7.6647748947143555,33.82758331298828
2018-04-05,7.6783061027526855,33.80089569091797
2018-04-06,7.56329870223999,33.51626205444336
2018-04-09,7.610654354095459,33.64968490600586
2018-04-10,7.745954513549805,34.752655029296875
2018-04-11,7.732425689697266,34.69039535522461
2018-04-12,7.651245594024658,34.5391845703125
2018-04-13,7.630949974060059,34.45021438598633
2018-04-16,7.698601722717285,34.84160232543945
2018-04-17,7.698601722717285,34.88608169555664
2018-04-18,7.6647748947143555,34.62813186645508
2018-04-19,7.513947010040283,33.59632110595703
2018-04-20,7.417966365814209,33.45399475097656
2018-04-23,7.568793773651123,33.525150299072266
2018-04-24,7.513947010040283,33.73863220214844
2018-04-25,7.616783618927002,33.898746490478516
2018-04-26,7.836170673370361,34.02326202392578
2018-04-27,7.877305507659912,33.48957824707031
2018-04-30,7.7059102058410645,32.68013381958008
2018-05-01,7.719621658325195,32.39549255371094
2018-05-02,7.685342311859131,32.19981002807617
2018-05-03,7.6784868240356445,32.15534210205078
2018-05-04,7.7881760597229,32.65345764160156
2018-05-07,7.774464130401611,32.32433319091797
2018-05-08,7.726477146148682,32.315433502197266
2018-05-09,7.5825066566467285,32.26206970214844
2018-05-10,7.685342311859131,33.0537223815918
2018-05-11,7.671631336212158,32.81355667114258
2018-05-14,7.664773464202881,32.5822868347168
2018-05-15,7.692198276519775,32.858028411865234
2018-05-16,7.815601825714111,33.82758331298828
2018-05-17,7.856735706329346,34.067752838134766
2018-05-18,7.767612457275391,33.61410140991211
2018-05-21,7.891016483306885,33.88095474243164
2018-05-22,7.897872447967529,34.049957275390625
2018-05-23,7.8430256843566895,33.66746139526367
2018-05-24,7.966428756713867,34.14780044555664
2018-05-25,7.891016483306885,34.067752838134766
2018-05-29,7.8430256843566895,33.24940872192383
2018-05-30,7.918439865112305,33.64968490600586
2018-05-31,7.918439865112305,37.981536865234375
2018-06-01,8.028133392333984,38.42628860473633
2018-06-04,8.048701286315918,38.94219207763672
2018-06-05,8.110401153564453,38.61308288574219
2018-06-06,8.206381797790527,39.07561111450195
2018-06-07,8.247519493103027,39.48835754394531
2018-06-08,8.295509338378906,39.703697204589844
2018-06-11,8.247519493103027,40.2420539855957
2018-06-12,8.302363395690918,39.640892028808594
2018-06-13,8.240660667419434,39.88315200805664
2018-06-14,8.15153694152832,39.09355926513672
2018-06-15,8.14468002319336,39.39862823486328
2018-06-18,8.220091819763184,39.43451690673828
2018-06-19,8.15153694152832,37.91815185546875
2018-06-20,8.137825965881348,37.6400032043457
2018-06-21,8.028133392333984,36.8952751159668
2018-06-22,7.986994743347168,37.01192855834961
2018-06-25,7.88416051864624,36.43767547607422
2018-06-26,7.897872447967529,36.79658508300781
2018-06-27,7.829312801361084,36.22233581542969
2018-06-28,7.733333110809326,36.35692596435547
2018-06-29,7.589360237121582,35.351993560791016
2018-07-02,7.609929084777832,35.441715240478516
2018-07-03,7.534514427185059,34.9661750793457
2018-07-05,7.575652122497559,35.4148063659668
2018-07-06,7.5825066566467285,35.13665771484375
2018-07-09,7.6784868240356445,35.66604232788086
2018-07-10,7.712765693664551,35.971107482910156
2018-07-11,7.589360237121582,35.262271881103516
2018-07-12,7.575652122497559,35.23535919189453
2018-07-13,7.527658939361572,35.316097259521484
2018-07-16,7.438533306121826,35.49555587768555
2018-07-17,7.4453887939453125,35.91727066040039
2018-07-18,7.452247142791748,35.773704528808594
2018-07-19,7.417966365814209,35.27124786376953
2018-07-20,7.341493129730225,35.351993560791016
2018-07-23,7.278923511505127,35.23535919189453
2018-07-24,7.348444938659668,35.42377471923828
2018-07-25,7.31368350982666,33.781795501708984
2018-07-26,6.875698089599609,32.97426223754883
2018-07-27,6.903504371643066,33.67411804199219
2018-07-30,7.000834941864014,33.79973220825195
2018-07-31,6.97998046875,34.01508331298828
2018-08-01,6.882648468017578,33.324188232421875
2018-08-02,6.8965535163879395,32.85761642456055
2018-08-03,6.97998046875,33.85357666015625
2018-08-06,6.973028659820557,33.73692321777344
2018-08-07,7.007787704467773,33.71898651123047
2018-08-08,6.986932754516602,33.7907600402832
2018-08-09,6.889601230621338,33.65618133544922
2018-08-10,6.771414279937744,32.830692291259766
2018-08-13,6.57675313949585,32.44487380981445
2018-08-14,6.604562759399414,32.480770111083984
2018-08-15,6.5698018074035645,32.24748611450195
2018-08-16,6.611514091491699,32.5615119934082
2018-08-17,6.639323711395264,32.64227294921875
2018-08-20,6.757510185241699,32.99220275878906
2018-08-21,6.854839324951172,33.117828369140625
2018-08-22,6.736652851104736,32.417964935302734
2018-08-23,6.69494104385376,32.005226135253906
2018-08-24,6.729702949523926,32.256446838378906
2018-08-27,6.94521951675415,33.81767654418945
2018-08-28,6.959124565124512,33.48569107055664
2018-08-29,6.931314468383789,33.306251525878906
2018-08-30,6.743605136871338,32.62432861328125
2018-08-31,6.590656280517578,32.34617614746094
2018-09-04,6.583705425262451,31.94240951538086
2018-09-05,6.597609043121338,31.664260864257812
2018-09-06,6.5558977127075195,31.18353843688965
2018-09-07,6.444661617279053,30.75722885131836
2018-09-10,6.52113676071167,30.720949172973633
2018-09-11,6.472471237182617,30.6302490234375
2018-09-12,6.493327617645264,30.893293380737305
2018-09-13,6.51418399810791,31.06562042236328
2018-09-14,6.5698018074035645,31.410297393798828
2018-09-17,6.639323711395264,31.7640380859375
2018-09-18,6.660179615020752,31.83660125732422
2018-09-19,6.799222946166992,32.40802764892578
2018-09-20,6.820079803466797,32.7254753112793
2018-09-21,6.847888469696045,32.03614044189453
2018-09-24,6.667130470275879,31.519134521484375
2018-09-25,6.5280890464782715,30.430706024169922
2018-09-26,6.444661617279053,30.593969345092773
2018-09-27,6.4168524742126465,30.5395450592041
2018-09-28,6.430757522583008,30.5395450592041
2018-10-01,6.479423999786377,31.020273208618164
2018-10-02,6.395997524261475,30.20395278930664
2018-10-03,6.347333908081055,30.8388614654541
2018-10-04,6.361236095428467,31.06562042236328
2018-10-05,6.3403801918029785,30.947710037231445
2018-10-08,6.437709808349609,31.06562042236328
2018-10-09,6.222193241119385,29.614383697509766
2018-10-10,6.131814956665039,29.569028854370117
2018-10-11,6.124862194061279,29.305999755859375
2018-10-12,6.006675720214844,28.83434295654297
2018-10-15,6.124862194061279,29.133663177490234
2018-10-16,6.117910385131836,29.333208084106445
