Date,PG,CL
2018-06-26,64.62562561035156,54.80924606323242
2018-06-27,64.36878967285156,54.44746398925781
2018-06-28,64.66706085205078,54.632568359375
2018-06-29,64.67535400390625,54.531585693359375
2018-07-02,64.73333740234375,54.33807373046875
2018-07-03,64.54279327392578,54.41380310058594
2018-07-05,65.62818908691406,55.499210357666016
2018-07-06,65.71102905273438,55.34775161743164
2018-07-09,64.50965881347656,54.69145965576172
2018-07-10,66.1335678100586,55.30569076538086
2018-07-11,65.58673095703125,54.893394470214844
2018-07-12,65.36304473876953,54.834495544433594
2018-07-13,65.71102905273438,55.322513580322266
2018-07-16,65.89329528808594,55.213138580322266
2018-07-17,66.30757904052734,55.51799392700195
2018-07-18,66.05070495605469,54.88286590576172
2018-07-19,65.8224868774414,55.67888641357422
2018-07-20,65.78067016601562,55.848262786865234
2018-07-23,65.63853454589844,55.75511169433594
2018-07-24,66.03984832763672,55.27240753173828
2018-07-25,66.4411392211914,55.848262786865234
2018-07-26,66.95951843261719,56.68660354614258
2018-07-27,67.3691635131836,56.44951629638672
2018-07-30,67.05146026611328,56.2801399230957
2018-07-31,67.61997985839844,56.745887756347656
2018-08-01,67.42768859863281,55.95834732055664
2018-08-02,68.55636596679688,56.940670013427734
2018-08-03,68.83228302001953,57.16083526611328
2018-08-06,68.99109649658203,57.059207916259766
2018-08-07,69.09143829345703,56.93218994140625
2018-08-08,68.8489761352539,56.39021301269531
2018-08-09,68.05473327636719,55.831329345703125
2018-08-10,68.07979583740234,55.40790557861328
2018-08-13,68.15505981445312,55.509525299072266
2018-08-14,67.97949981689453,55.4841194152832
2018-08-15,68.80718231201172,55.74663543701172
2018-08-16,69.96929168701172,56.50031661987305
2018-08-17,69.96929168701172,57.16083526611328
2018-08-20,69.927490234375,57.29633712768555
2018-08-21,70.1448745727539,57.076171875
2018-08-22,69.71847534179688,56.72895812988281
2018-08-23,69.59307861328125,56.37328338623047
2018-08-24,69.69340515136719,56.63579177856445
2018-08-27,69.76029205322266,56.813629150390625
2018-08-28,69.79373168945312,56.55111312866211
2018-08-29,69.80208587646484,56.703548431396484
2018-08-30,69.73519897460938,56.093841552734375
2018-08-31,69.35059356689453,56.237796783447266
2018-09-04,69.1416015625,55.23854064941406
2018-09-05,69.6348876953125,56.39021301269531
2018-09-06,69.09980773925781,56.73741912841797
2018-09-07,68.48111724853516,56.745887756347656
2018-09-10,68.8740463256836,56.87291717529297
2018-09-11,68.56474304199219,56.88984298706055
2018-09-12,69.48439025878906,57.567317962646484
2018-09-13,69.76863861083984,57.71974563598633
2018-09-14,69.90242004394531,57.575775146484375
2018-09-17,70.4374771118164,58.27019500732422
2018-09-18,70.22847747802734,57.8044319152832
2018-09-19,70.22847747802734,57.52497482299805
2018-09-20,71.3655014038086,58.25325012207031
2018-09-21,71.75010681152344,58.50728988647461
2018-09-24,70.4542007446289,57.53345489501953
2018-09-25,69.49272155761719,56.85597610473633
2018-09-26,69.60980987548828,56.822120666503906
2018-09-27,69.27537536621094,56.50878143310547
2018-09-28,69.584716796875,56.695072174072266
2018-10-01,69.95258331298828,56.79669952392578
2018-10-02,70.5294418334961,57.067691802978516
2018-10-03,69.41751098632812,55.82286071777344
2018-10-04,68.48947143554688,54.976016998291016
2018-10-05,68.68179321289062,54.79819107055664
2018-10-08,68.89080047607422,55.34016036987305
2018-10-09,68.72357177734375,55.10304641723633
2018-10-10,68.0881576538086,54.05298614501953
2018-10-11,65.93952178955078,52.799678802490234
2018-10-12,66.0983657836914,52.960575103759766
2018-10-15,66.99295043945312,52.96903610229492
2018-10-16,67.72868347167969,53.019859313964844
2018-10-17,68.4393310546875,53.81587219238281
2018-10-18,67.67768096923828,53.398162841796875
2018-10-19,73.63237762451172,55.00078201293945
2018-10-22,73.0419692993164,54.2506217956543
2018-10-23,73.51431274414062,54.04603576660156
2018-10-24,75.45421600341797,55.10308074951172
2018-10-25,75.06621551513672,54.40407943725586
2018-10-26,74.10469818115234,50.78963851928711
2018-10-29,74.42522430419922,49.34044647216797
2018-10-30,75.22650146484375,51.309635162353516
2018-10-31,74.79634094238281,50.76405334472656
2018-11-01,75.56387329101562,51.21586990356445
2018-11-02,75.74942016601562,51.394866943359375
2018-11-05,76.92180633544922,51.34373092651367
2018-11-06,77.18327331542969,51.58241653442383
2018-11-07,76.99771881103516,52.281429290771484
2018-11-08,77.05674743652344,51.914886474609375
2018-11-09,77.94236755371094,54.38701248168945
2018-11-12,78.18696594238281,52.29848098754883
2018-11-13,78.83644104003906,52.733238220214844
2018-11-14,78.85330200195312,53.253238677978516
2018-11-15,79.14002990722656,53.19356918334961
2018-11-16,79.1316146850586,53.909645080566406
2018-11-19,78.68458557128906,53.50897979736328
2018-11-20,77.68086242675781,53.116851806640625
2018-11-21,77.09893798828125,52.784393310546875
2018-11-23,77.20857238769531,52.66504669189453
2018-11-26,77.54593658447266,53.4834098815918
2018-11-27,78.20384979248047,53.909645080566406
2018-11-28,78.44844818115234,53.56013488769531
2018-11-29,78.28816223144531,53.73915100097656
2018-11-30,79.71360778808594,54.148338317871094
2018-12-03,78.70990753173828,54.35292434692383
2018-12-04,78.70145416259766,53.77325439453125
2018-12-06,78.90390014648438,53.901123046875
2018-12-07,77.97610473632812,53.45783996582031
2018-12-10,78.4653091430664,54.165382385253906
2018-12-11,79.20755004882812,55.02637481689453
2018-12-12,79.30873107910156,55.648658752441406
2018-12-13,81.38361358642578,55.81062316894531
2018-12-14,81.51011657714844,55.55488586425781
2018-12-17,78.24600219726562,53.63684844970703
2018-12-18,78.00983428955078,53.24472427368164
2018-12-19,77.3941421508789,52.75029373168945
2018-12-20,76.73623657226562,51.98307800292969
2018-12-21,76.7278060913086,51.07093811035156
2018-12-24,73.68297576904297,49.47683334350586
2018-12-26,75.98558044433594,50.636192321777344
2018-12-27,77.61343383789062,50.88340377807617
2018-12-28,76.9049301147461,50.823734283447266
2018-12-31,77.5290756225586,50.73847961425781
2019-01-02,76.98929595947266,50.50831604003906
2019-01-03,76.44947814941406,50.269630432128906
2019-01-04,78.00983428955078,50.73847961425781
2019-01-07,77.69776153564453,51.045372009277344
2019-01-08,77.98452758789062,51.616519927978516
2019-01-09,76.71092987060547,52.255863189697266
2019-01-10,76.89651489257812,52.69913864135742
2019-01-11,77.40257263183594,52.937828063964844
2019-01-14,76.87963104248047,52.52012634277344
2019-01-15,77.6050033569336,53.040130615234375
2019-01-16,77.06515502929688,52.963409423828125
2019-01-17,77.05413818359375,52.85259246826172
2019-01-18,77.71720886230469,53.389644622802734
2019-01-22,76.88410949707031,52.98626708984375
2019-01-23,80.62460327148438,53.50979232788086
2019-01-24,80.16553497314453,53.38105392456055
2019-01-25,79.57047271728516,53.07210159301758
2019-01-28,79.50245666503906,53.84449005126953
2019-01-29,79.51946258544922,54.65979766845703
2019-01-30,80.35255432128906,54.882938385009766
2019-01-31,82.01026916503906,55.50943374633789
2019-02-01,82.86038970947266,55.82698440551758
2019-02-04,83.33646392822266,55.94713592529297
2019-02-05,82.83489227294922,55.560916900634766
2019-02-06,83.242919921875,56.06727600097656
2019-02-07,82.57987213134766,55.82698440551758
2019-02-08,83.06442260742188,56.376220703125
2019-02-11,83.54047393798828,56.462059020996094
2019-02-12,84.38209533691406,56.65943908691406
2019-02-13,84.36509704589844,56.59078598022461
2019-02-14,83.70201110839844,56.17026138305664
2019-02-15,83.71900939941406,57.05423355102539
2019-02-19,85.002685546875,57.26020050048828
2019-02-20,84.39907836914062,57.0799674987793
2019-02-21,84.82415771484375,57.2430305480957
2019-02-22,85.22372436523438,57.41468048095703
2019-02-25,84.6456298828125,57.08855438232422
2019-02-26,84.86664581298828,57.06280517578125
2019-02-27,84.08457946777344,56.53070068359375
2019-02-28,83.77851104736328,56.53070068359375
2019-03-01,83.68499755859375,56.64227294921875
2019-03-04,84.05054473876953,56.668033599853516
2019-03-05,84.23756408691406,56.401981353759766
2019-03-06,84.10154724121094,56.30757141113281
2019-03-07,83.77851104736328,56.07585144042969
2019-03-08,83.65951538085938,56.084442138671875
2019-03-11,84.65412902832031,56.51354217529297
2019-03-12,85.0536880493164,56.419151306152344
2019-03-13,86.01432037353516,57.08855438232422
2019-03-14,86.1333236694336,56.85683059692383
2019-03-15,87.0854721069336,57.67213821411133
2019-03-18,86.29484558105469,56.89116287231445
2019-03-19,86.62638854980469,56.4277229309082
2019-03-20,86.47338104248047,55.87846755981445
2019-03-21,87.12794494628906,56.49637985229492
2019-03-22,86.42235565185547,56.64227294921875
2019-03-25,86.67740631103516,56.86542510986328
2019-03-26,87.57852172851562,57.431827545166016
2019-03-27,87.47649383544922,57.509071350097656
2019-03-28,88.02906799316406,57.81803894042969
2019-03-29,88.45410919189453,58.8221549987793
2019-04-01,88.10559844970703,58.616172790527344
2019-04-02,88.19910430908203,58.6762580871582
2019-04-03,88.14810943603516,58.204227447509766
2019-04-04,87.92706298828125,57.972530364990234
2019-04-05,88.11407470703125,58.290042877197266
2019-04-08,89.23624420166016,58.375858306884766
2019-04-09,88.97270965576172,58.453121185302734
2019-04-10,88.96418762207031,58.453121185302734
2019-04-11,89.04920959472656,58.435943603515625
2019-04-12,89.31275177001953,59.01953887939453
2019-04-15,89.88233184814453,58.96804428100586
2019-04-16,90.4688949584961,59.25124740600586
2019-04-17,90.61956787109375,59.311702728271484
2019-04-18,90.790771484375,59.89031982421875
2019-04-22,90.75654602050781,60.1062126159668
2019-04-23,88.31661987304688,59.596710205078125
2019-04-24,88.77037811279297,59.4671516418457
2019-04-25,88.41937255859375,59.320343017578125
2019-04-26,90.62814331054688,61.57432174682617
2019-04-29,89.70353698730469,61.64341354370117
2019-04-30,91.158935546875,62.861080169677734
2019-05-01,89.83196258544922,61.56570053100586
2019-05-02,90.37128448486328,62.02339172363281
2019-05-03,90.81647491455078,62.13567352294922
2019-05-06,90.47404479980469,61.9111213684082
2019-05-07,89.63504028320312,60.892093658447266
2019-05-08,89.95179748535156,61.306610107421875
2019-05-09,89.2412338256836,61.18570327758789
2019-05-10,90.75654602050781,61.747039794921875
2019-05-13,90.84217071533203,61.79887008666992
2019-05-14,90.40554809570312,61.44478225708008
2019-05-15,91.3472671508789,61.608882904052734
2019-05-16,92.55439758300781,62.610633850097656
2019-05-17,91.98934936523438,62.1529426574707
2019-05-20,91.88663482666016,61.91976547241211
2019-05-21,91.06475067138672,61.772945404052734
2019-05-22,91.36441802978516,61.772945404052734
2019-05-23,91.39862823486328,61.96294403076172
2019-05-24,91.33870697021484,61.487972259521484
2019-05-28,89.42955780029297,60.54663848876953
2019-05-29,89.19841766357422,60.42573547363281
2019-05-30,90.17439270019531,61.18570327758789
2019-05-31,88.10260009765625,60.12348556518555
2019-06-03,88.86454010009766,61.04753112792969
2019-06-04,89.617919921875,61.159812927246094
2019-06-05,91.37295532226562,62.109745025634766
2019-06-06,91.92942810058594,63.137428283691406
2019-06-07,93.11943054199219,63.89738464355469
2019-06-10,93.07662200927734,63.06834411621094
2019-06-11,93.64163970947266,63.327430725097656
2019-06-12,93.8984603881836,63.08562088012695
2019-06-13,94.95153045654297,62.82654571533203
2019-06-14,95.19976806640625,63.344696044921875
2019-06-17,95.01998138427734,63.39651870727539
2019-06-18,93.83001708984375,62.94742965698242
2019-06-19,94.53201293945312,63.500152587890625
2019-06-20,95.6620864868164,63.56059646606445
2019-06-21,95.19976806640625,62.9992561340332
2019-06-24,96.16719055175781,63.88010787963867
2019-06-25,95.64495849609375,63.82832336425781
2019-06-26,93.94129180908203,62.481109619140625
2019-06-27,93.9841079711914,62.299747467041016
2019-06-28,93.87278747558594,61.89385986328125
2019-07-01,94.59193420410156,62.2479362487793
2019-07-02,95.43949127197266,62.81792068481445
2019-07-03,97.66539001464844,63.90603256225586
2019-07-05,96.86921691894531,63.16335678100586
2019-07-08,97.63970947265625,63.37059020996094
2019-07-09,96.66374206542969,63.137428283691406
2019-07-10,97.38285827636719,63.46560287475586
2019-07-11,97.92221069335938,63.8110466003418
2019-07-12,98.44445037841797,64.23419189453125
2019-07-15,98.86396026611328,63.90603256225586
2019-07-16,99.21495819091797,64.33783721923828
2019-07-17,99.25775146484375,64.05987548828125
2019-07-18,99.46971893310547,64.17279815673828
2019-07-19,99.09923553466797,63.147830963134766
2019-07-22,99.34910583496094,62.84383010864258
2019-07-23,98.09968566894531,62.78301239013672
2019-07-24,97.02261352539062,61.914424896240234
2019-07-25,97.16908264160156,62.47899627685547
2019-07-26,98.85796356201172,64.00776672363281
2019-07-29,99.9522476196289,65.6407470703125
2019-07-30,103.75216674804688,64.91979217529297
2019-07-31,101.71003723144531,62.313968658447266
2019-08-01,100.58128356933594,61.89704513549805
2019-08-02,100.33138275146484,61.844932556152344
2019-08-05,97.43621063232422,59.76026916503906
2019-08-06,98.47020721435547,60.67230987548828
2019-08-07,99.53866577148438,61.184783935546875
2019-08-08,101.19304656982422,62.28791427612305
2019-08-09,100.62435150146484,62.12287521362305
2019-08-12,99.97810363769531,61.43667984008789
2019-08-13,101.02932739257812,62.27053451538086
2019-08-14,99.77129364013672,61.2542839050293
2019-08-15,101.14995574951172,61.99259567260742
2019-08-16,102.69232177734375,62.78301239013672
2019-08-19,103.6056900024414,63.477901458740234
2019-08-20,102.4510726928711,63.00886535644531
2019-08-21,102.70954895019531,63.06967544555664
2019-08-22,102.89912414550781,63.44314956665039
2019-08-23,101.08963775634766,62.73959732055664
2019-08-26,102.81295776367188,63.208641052246094
2019-08-27,103.87279510498047,63.790611267089844
2019-08-28,104.60518646240234,64.27704620361328
2019-08-29,104.41563415527344,64.45075225830078
2019-08-30,103.59706115722656,64.4073257446289
2019-09-03,104.57074737548828,64.54631042480469
2019-09-04,106.16480255126953,65.03272247314453
2019-09-05,105.77704620361328,64.52892303466797
2019-09-06,105.8718490600586,64.88504791259766
2019-09-09,105.26869201660156,63.57345962524414
2019-09-10,103.29548645019531,62.64403533935547
2019-09-11,104.4931869506836,63.278114318847656
2019-09-12,105.78569030761719,62.79173278808594
2019-09-13,105.22560119628906,61.419315338134766
2019-09-16,103.18346405029297,60.3074951171875
2019-09-17,104.39839935302734,60.68098449707031
2019-09-18,104.61382293701172,61.45404815673828
2019-09-19,105.03601837158203,61.62776565551758
2019-09-20,105.32898712158203,61.62776565551758
2019-09-23,106.17341613769531,62.10551071166992
2019-09-24,106.50945281982422,62.965423583984375
2019-09-25,106.0010757446289,62.748291015625
2019-09-26,107.11260986328125,63.16520690917969
2019-09-27,107.33666229248047,63.6342658996582
2019-09-30,107.17294311523438,63.85141372680664
2019-10-01,106.71626281738281,62.305294036865234
2019-10-02,104.32947540283203,61.2542839050293
2019-10-03,104.89816284179688,61.55830001831055
2019-10-04,106.84551239013672,62.60060119628906
2019-10-07,105.84599304199219,62.209747314453125
2019-10-08,104.20022583007812,61.39324951171875
2019-10-09,105.10498046875,61.349830627441406
2019-10-10,105.07051086425781,61.471412658691406
2019-10-11,104.33809661865234,61.2455940246582
2019-10-14,103.44197082519531,60.290103912353516
2019-10-15,100.9862289428711,59.41282653808594
2019-10-16,101.27058410644531,58.935081481933594
2019-10-17,101.13703155517578,59.134864807128906
2019-10-18,101.86546325683594,59.091426849365234
2019-10-21,103.26158905029297,59.325965881347656
2019-10-22,105.94979095458984,58.61793899536133
2019-10-23,106.66088104248047,59.03750991821289
2019-10-24,108.21308135986328,59.73678207397461
2019-10-25,106.87765502929688,59.7979850769043
2019-10-28,107.07711029052734,58.871429443359375
2019-10-29,107.18115997314453,59.36965560913086
2019-10-30,108.3431625366211,59.94657897949219
2019-10-31,107.97026824951172,59.96405792236328
2019-11-01,107.41529846191406,58.399410247802734
2019-11-04,103.2529296875,57.175636291503906
2019-11-05,103.10550689697266,57.656402587890625
2019-11-06,104.33687591552734,58.145904541015625
2019-11-07,103.72987365722656,58.45186233520508
2019-11-08,103.79923248291016,58.24205017089844
2019-11-11,103.47838592529297,58.16339874267578
2019-11-12,103.42632293701172,58.25079345703125
2019-11-13,104.6230239868164,58.46058654785156
2019-11-14,104.49297332763672,58.25079345703125
2019-11-15,104.52764892578125,58.01479721069336
2019-11-18,105.69829559326172,58.679107666015625
2019-11-19,105.29073333740234,58.70534133911133
2019-11-20,106.04517364501953,58.749053955078125
2019-11-21,104.35421752929688,58.346946716308594
2019-11-22,104.31086730957031,58.311981201171875
2019-11-25,104.50161743164062,58.54801559448242
2019-11-26,106.0191650390625,59.25603103637695
2019-11-27,105.5855941772461,59.159873962402344
2019-11-29,105.84573364257812,59.28225326538086
2019-12-02,106.41807556152344,59.063724517822266
2019-12-03,106.61749267578125,58.82772445678711
2019-12-04,107.98762512207031,59.509517669677734
2019-12-05,108.06568145751953,59.28225326538086
2019-12-06,107.69279479980469,59.64937973022461
2019-12-09,108.28246307373047,59.96405792236328
2019-12-10,107.76216888427734,59.378414154052734
2019-12-11,108.10034942626953,58.96757125854492
2019-12-12,108.0223159790039,58.76652526855469
2019-12-13,108.80274963378906,60.04273223876953
2019-12-16,108.88080596923828,60.2000732421875
2019-12-17,108.66398620605469,59.29973220825195
2019-12-18,107.53668975830078,59.67561721801758
2019-12-19,108.3258285522461,59.73678207397461
2019-12-20,108.70738983154297,60.18259048461914
2019-12-23,108.30846405029297,60.0689582824707
2019-12-24,108.58595275878906,59.920352935791016
2019-12-26,108.58595275878906,59.94657897949219
2019-12-27,109.34040069580078,60.47105407714844
2019-12-30,107.93558502197266,60.13014221191406
2019-12-31,108.30846405029297,60.17385482788086
2020-01-02,107.01639556884766,59.54447937011719
2020-01-03,106.29666137695312,59.45705795288086
2020-01-06,106.44407653808594,59.8679084777832
2020-01-07,105.78501892089844,59.0462532043457
2020-01-08,106.2359619140625,60.54970169067383
2020-01-09,107.39794921875,61.06543731689453
2020-01-10,107.50199890136719,61.31892776489258
2020-01-13,108.29113006591797,61.310184478759766
2020-01-14,108.12635803222656,61.44133377075195
2020-01-15,109.22766876220703,61.88711929321289
2020-01-16,109.32304382324219,61.84339904785156
2020-01-17,109.61788177490234,62.219268798828125
2020-01-21,109.34040069580078,62.31542205810547
2020-01-22,109.53116607666016,62.02519607543945
2020-01-23,109.03045654296875,62.0955696105957
2020-01-24,109.16129302978516,61.82294845581055
2020-01-27,109.64107513427734,61.6470832824707
2020-01-28,109.9376449584961,61.3040885925293
2020-01-29,109.09150695800781,60.53019714355469
2020-01-30,109.86788177490234,61.09306335449219
2020-01-31,108.70771789550781,64.88330841064453
2020-02-03,109.13513946533203,65.89464569091797
2020-02-04,109.61490631103516,66.30796813964844
2020-02-05,110.61807250976562,66.5981674194336
2020-02-06,110.90593719482422,67.10823059082031
2020-02-07,109.98127746582031,66.86199188232422
2020-02-10,110.0597915649414,68.02283477783203
2020-02-11,108.30643463134766,66.93235778808594
2020-02-12,107.68709564208984,66.79164123535156
2020-02-13,109.00428771972656,67.16099548339844
2020-02-14,110.03362274169922,67.44242095947266
2020-02-18,108.92578887939453,66.89718627929688
2020-02-19,109.42300415039062,66.43109130859375
2020-02-20,110.41744232177734,66.09689331054688
2020-02-21,110.5221176147461,67.07305145263672
2020-02-24,107.55625915527344,65.4461441040039
2020-02-25,105.9250259399414,64.90091705322266
2020-02-26,104.81717681884766,64.12702178955078
2020-02-27,99.0075912475586,61.69102478027344
2020-02-28,98.77204895019531,59.422142028808594
2020-03-02,104.29380798339844,63.70489501953125
2020-03-03,103.0812759399414,63.1245002746582
2020-03-04,108.60302734375,66.28158569335938
2020-03-05,106.09949493408203,63.616939544677734
2020-03-06,106.12567138671875,63.76645278930664
2020-03-09,101.24069213867188,61.55033874511719
2020-03-10,105.15739440917969,63.15085220336914
2020-03-11,97.3414535522461,60.591758728027344
2020-03-12,88.83639526367188,56.185890197753906
2020-03-13,99.5047836303711,60.76765060424805
2020-03-16,94.64601135253906,54.82280349731445
2020-03-17,103.14234924316406,61.735008239746094
2020-03-18,102.45321655273438,59.527679443359375
2020-03-19,96.67849731445312,58.61307144165039
2020-03-20,89.35107421875,54.594146728515625
2020-03-23,85.22502136230469,53.178279876708984
2020-03-24,90.08382415771484,53.80269241333008
2020-03-25,88.03388214111328,52.66822052001953
2020-03-26,93.66903686523438,56.124324798583984
2020-03-27,96.10279083251953,57.390689849853516
2020-03-30,100.3160629272461,58.551517486572266
2020-03-31,95.9544906616211,58.35805130004883
2020-04-01,95.37003326416016,57.64571762084961
2020-04-02,99.79267883300781,59.949790954589844
2020-04-03,100.38583374023438,59.46611404418945
2020-04-06,102.7672348022461,61.99882125854492
2020-04-07,98.37076568603516,60.71489334106445
2020-04-08,100.40328216552734,61.75260925292969
2020-04-09,100.01944732666016,61.47998046875
2020-04-13,101.14474487304688,61.110618591308594
2020-04-14,105.51502990722656,64.29410552978516
2020-04-15,105.7418441772461,63.889564514160156
2020-04-16,105.98609161376953,64.05665588378906
2020-04-17,108.7687759399414,64.95912170410156
2020-04-20,105.20101165771484,63.84431457519531
2020-04-21,104.3984603881836,62.47295379638672
2020-04-22,104.15424346923828,63.00379943847656
2020-04-23,104.84883117675781,63.02149200439453
2020-04-24,104.30438995361328,63.171913146972656
2020-04-27,103.13646697998047,62.84455490112305
2020-04-28,102.64470672607422,62.91532897949219
2020-04-29,102.81156158447266,62.074798583984375
2020-04-30,103.50529479980469,62.172119140625
2020-05-01,102.58324432373047,60.63262939453125
2020-05-04,101.66120910644531,61.4731559753418
2020-05-05,101.8719482421875,61.50856018066406
2020-05-06,99.31661224365234,60.02214813232422
2020-05-07,98.49994659423828,60.871551513671875
2020-05-08,101.81927490234375,61.3758430480957
2020-05-11,101.25727844238281,61.38467788696289
2020-05-12,100.58989715576172,60.809608459472656
2020-05-13,100.03666687011719,60.42913818359375
2020-05-14,99.94007110595703,59.332027435302734
2020-05-15,100.64258575439453,61.00423812866211
2020-05-18,102.04759216308594,62.12788391113281
2020-05-19,98.73703002929688,61.26966857910156
2020-05-20,99.47467803955078,62.349063873291016
2020-05-21,98.0169906616211,62.16327667236328
2020-05-22,98.87754821777344,62.5968017578125
2020-05-26,98.37699127197266,61.428932189941406
2020-05-27,100.01030731201172,62.45524215698242
2020-05-28,101.9158706665039,63.78239059448242
2020-05-29,101.79292297363281,63.99473571777344
2020-06-01,102.96086120605469,64.34864807128906
2020-06-02,103.672119140625,64.0920639038086
2020-06-03,104.0848617553711,63.39310073852539
