Date,PM,MO
2018-06-26,54.36140441894531,32.21238327026367
2018-06-27,54.45000076293945,32.14921951293945
2018-06-28,55.649391174316406,32.89567565917969
2018-06-29,55.022422790527344,32.60857009887695
2018-07-02,54.681697845458984,32.0803108215332
2018-07-03,55.28139877319336,32.41908645629883
2018-07-05,55.901554107666016,33.09089279174805
2018-07-06,56.058265686035156,33.46986770629883
2018-07-09,56.00376510620117,33.314823150634766
2018-07-10,56.33769226074219,33.73973083496094
2018-07-11,56.45354080200195,33.699546813964844
2018-07-12,56.69886779785156,33.3090934753418
2018-07-13,56.344505310058594,33.5904426574707
2018-07-16,55.82657241821289,32.809539794921875
2018-07-17,56.10597610473633,32.93012237548828
2018-07-18,55.98332595825195,32.976051330566406
2018-07-19,55.13147735595703,32.69469451904297
2018-07-20,57.45530319213867,33.09663391113281
2018-07-23,56.712501525878906,33.067928314208984
2018-07-24,56.944210052490234,33.297607421875
2018-07-25,57.11454772949219,33.21721649169922
2018-07-26,57.55753707885742,32.21238327026367
2018-07-27,58.2458381652832,33.24593734741211
2018-07-30,59.02952575683594,33.56173324584961
2018-07-31,58.81144332885742,33.69380569458008
2018-08-01,58.29352951049805,33.34928894042969
2018-08-02,58.60701370239258,33.77992630004883
2018-08-03,59.179447174072266,34.29671096801758
2018-08-06,58.709224700927734,34.57231903076172
2018-08-07,58.28670883178711,34.1990966796875
2018-08-08,57.07368850708008,33.65360641479492
2018-08-09,57.51664733886719,34.00386428833008
2018-08-10,56.2627067565918,33.90625
2018-08-13,55.785682678222656,33.86606216430664
2018-08-14,56.09236145019531,33.99812698364258
2018-08-15,56.84196472167969,34.55508804321289
2018-08-16,57.70745849609375,34.928321838378906
2018-08-17,57.9596061706543,35.025943756103516
2018-08-20,57.63930892944336,35.020198822021484
2018-08-21,56.923744201660156,34.41154479980469
2018-08-22,56.17413330078125,34.061283111572266
2018-08-23,56.09916305541992,34.348384857177734
2018-08-24,54.306907653808594,33.751216888427734
2018-08-27,54.69533920288086,33.8832893371582
2018-08-28,54.17741394042969,33.56173324584961
2018-08-29,53.87755584716797,33.54450225830078
2018-08-30,53.54363250732422,33.69380569458008
2018-08-31,53.080230712890625,33.601924896240234
2018-09-04,52.90985107421875,33.94070053100586
2018-09-05,53.69355010986328,34.82497024536133
2018-09-06,53.57770538330078,34.90534973144531
2018-09-07,53.56406021118164,34.985748291015625
2018-09-10,53.41415023803711,34.78477478027344
2018-09-11,52.78038024902344,34.14741897583008
2018-09-12,54.552215576171875,36.42123031616211
2018-09-13,54.368228912353516,35.740840911865234
2018-09-14,54.06155776977539,36.0955810546875
2018-09-17,54.72259521484375,36.31073760986328
2018-09-18,54.743038177490234,36.136287689208984
2018-09-19,55.13827896118164,35.96182632446289
2018-09-20,56.255916595458984,36.20606231689453
2018-09-21,57.07368850708008,36.374717712402344
2018-09-24,55.61534881591797,35.50823211669922
2018-09-25,55.22829055786133,35.30469512939453
2018-09-26,55.63606262207031,35.36284637451172
2018-09-27,56.334110260009766,35.3395881652832
2018-09-28,56.354835510253906,35.07208251953125
2018-10-01,56.548343658447266,35.08372116088867
2018-10-02,57.72327423095703,35.64198303222656
2018-10-03,57.30168914794922,35.39192199707031
2018-10-04,57.930606842041016,35.92692184448242
2018-10-05,58.12412643432617,36.0955810546875
2018-10-08,58.670127868652344,36.735252380371094
2018-10-09,58.49041748046875,36.694549560546875
2018-10-10,58.48351287841797,36.584049224853516
2018-10-11,56.88700485229492,35.543121337890625
2018-10-12,56.88700485229492,34.92670440673828
2018-10-15,57.70253372192383,35.72920608520508
2018-10-16,57.7094612121582,35.3395881652832
2018-10-17,58.442047119140625,35.25236129760742
2018-10-18,60.4877815246582,35.43263244628906
2018-10-19,61.3931884765625,36.025794982910156
2018-10-22,60.48088073730469,35.65361404418945
2018-10-23,61.16509246826172,35.9676399230957
2018-10-24,61.64891052246094,36.235145568847656
2018-10-25,62.63722229003906,36.72943878173828
2018-10-26,61.51066207885742,36.6887321472168
2018-10-29,62.51972961425781,37.561031341552734
2018-10-30,62.526634216308594,38.30539321899414
2018-10-31,60.8679313659668,37.822715759277344
2018-11-01,61.06144332885742,37.02602005004883
2018-11-02,61.33789825439453,37.02602005004883
2018-11-05,61.89079666137695,37.584293365478516
2018-11-06,61.35171890258789,37.723854064941406
2018-11-07,61.55904769897461,38.014617919921875
2018-11-08,61.84242248535156,38.014617919921875
2018-11-09,61.63508605957031,36.88064193725586
2018-11-12,60.791893005371094,35.589637756347656
2018-11-13,59.713741302490234,34.89181137084961
2018-11-14,59.09172439575195,34.36842346191406
2018-11-15,59.31978988647461,33.3100471496582
2018-11-16,59.66535568237305,33.019283294677734
2018-11-19,60.56382751464844,32.379600524902344
2018-11-20,59.81740951538086,32.35051727294922
2018-11-21,58.02044677734375,31.629411697387695
2018-11-23,58.089569091796875,31.23980140686035
2018-11-26,57.94443130493164,30.943218231201172
2018-11-27,58.780704498291016,31.280500411987305
2018-11-28,59.70681381225586,31.955080032348633
2018-11-29,60.100765228271484,32.530792236328125
2018-11-30,59.8035888671875,31.885297775268555
2018-12-03,60.1837043762207,32.40867614746094
2018-12-04,59.043331146240234,31.63524055480957
2018-12-06,58.946563720703125,31.63524055480957
2018-12-07,58.442047119140625,31.507293701171875
2018-12-10,58.20707321166992,31.030452728271484
2018-12-11,58.283077239990234,31.373550415039062
2018-12-12,57.930606842041016,31.013004302978516
2018-12-13,58.28999710083008,31.356101989746094
2018-12-14,57.018314361572266,30.664085388183594
2018-12-17,56.258087158203125,30.443103790283203
2018-12-18,51.952327728271484,29.59406852722168
2018-12-19,50.55579376220703,29.890649795532227
2018-12-20,48.478546142578125,29.332380294799805
2018-12-21,46.46444320678711,28.547317504882812
2018-12-24,46.29602813720703,28.115760803222656
2018-12-26,46.92060470581055,28.630077362060547
2018-12-27,46.79429244995117,28.789691925048828
2018-12-28,47.20833969116211,28.902015686035156
2018-12-31,46.850433349609375,29.197595596313477
2019-01-02,47.23641586303711,29.150299072265625
2019-01-03,46.6258659362793,28.990684509277344
2019-01-04,48.80837631225586,29.735544204711914
2019-01-07,47.313602447509766,28.836984634399414
2019-01-08,47.62940979003906,29.00251007080078
2019-01-09,47.657470703125,29.35721206665039
2019-01-10,47.82591247558594,28.884281158447266
2019-01-11,48.77328872680664,28.907922744750977
2019-01-14,48.85750198364258,28.529577255249023
2019-01-15,49.47507095336914,28.322669982910156
2019-01-16,49.65052032470703,27.90294647216797
2019-01-17,50.89265441894531,27.82018280029297
2019-01-18,51.783897399902344,28.55913734436035
2019-01-22,51.096168518066406,26.584644317626953
2019-01-23,51.93128967285156,26.425037384033203
2019-01-24,50.21192169189453,25.615144729614258
2019-01-25,51.04001235961914,26.153099060058594
2019-01-28,52.1768913269043,26.779726028442383
2019-01-29,52.21901321411133,27.140338897705078
2019-01-30,52.268123626708984,28.257654190063477
2019-01-31,53.84009552001953,29.173946380615234
2019-02-01,53.14534378051758,29.08527183532715
2019-02-04,53.36992645263672,29.032066345214844
2019-02-05,53.20148468017578,28.990684509277344
2019-02-06,52.990962982177734,29.126657485961914
2019-02-07,53.84711837768555,28.801517486572266
2019-02-08,56.127899169921875,28.872459411621094
2019-02-11,55.475242614746094,28.902015686035156
2019-02-12,56.56298828125,29.35721206665039
2019-02-13,57.054229736328125,28.9670352935791
2019-02-14,57.44020080566406,29.049808502197266
2019-02-15,58.57005310058594,28.813335418701172
2019-02-19,58.52091598510742,28.96112823486328
2019-02-20,59.678855895996094,29.859691619873047
2019-02-21,60.05782699584961,29.776931762695312
2019-02-22,61.159603118896484,30.444948196411133
2019-02-25,60.773651123046875,30.645944595336914
2019-02-26,60.710472106933594,30.799654006958008
2019-02-27,61.24380874633789,30.929712295532227
2019-02-28,61.0122184753418,30.982913970947266
2019-03-01,61.4122314453125,31.183916091918945
2019-03-04,61.250816345214844,31.012470245361328
2019-03-05,61.04030227661133,31.26075553894043
2019-03-06,61.068355560302734,32.31893539428711
2019-03-07,61.033267974853516,32.360328674316406
2019-03-08,61.3701286315918,32.73274612426758
2019-03-11,62.62630081176758,33.11110305786133
2019-03-12,62.317527770996094,32.957401275634766
2019-03-13,62.80877685546875,33.18204116821289
2019-03-14,63.01228332519531,33.34165573120117
2019-03-15,63.75616455078125,33.54856491088867
2019-03-18,63.67195129394531,33.87369918823242
2019-03-19,63.510536193847656,33.11110305786133
2019-03-20,63.67894744873047,32.939659118652344
2019-03-21,64.50004577636719,33.654964447021484
2019-03-22,63.9807243347168,33.52906036376953
2019-03-25,62.72996139526367,33.90678787231445
2019-03-26,62.95737838745117,34.19459915161133
2019-03-27,61.84877014160156,33.756900787353516
2019-03-28,62.02640151977539,33.99673843383789
2019-03-29,62.815250396728516,34.43443298339844
2019-04-01,62.68022155761719,34.614315032958984
2019-04-02,62.54519271850586,33.99074172973633
2019-04-03,60.98175048828125,32.3658561706543
2019-04-04,61.16652297973633,32.73759460449219
2019-04-05,60.71880340576172,32.83952713012695
2019-04-08,60.62640380859375,33.14532470703125
2019-04-09,61.00305938720703,33.04339599609375
2019-04-10,60.910682678222656,33.2292594909668
2019-04-11,60.768558502197266,33.565040588378906
2019-04-12,60.95331573486328,33.91279602050781
2019-04-15,61.25181198120117,34.14063262939453
2019-04-16,61.266021728515625,33.81087112426758
2019-04-17,60.74724578857422,33.6849479675293
2019-04-18,60.043701171875,32.599693298339844
2019-04-22,59.90155029296875,32.743587493896484
2019-04-23,60.34215545654297,32.869503021240234
2019-04-24,60.01523971557617,32.803550720214844
2019-04-25,59.40407180786133,30.824914932250977
2019-04-26,60.235565185546875,31.652339935302734
2019-04-29,60.33504104614258,32.08403778076172
2019-04-30,61.51472854614258,32.575714111328125
2019-05-01,60.96042251586914,32.012088775634766
2019-05-02,60.3492546081543,31.874191284179688
2019-05-03,60.90357208251953,32.23394775390625
2019-05-06,60.49140548706055,32.09603500366211
2019-05-07,60.001014709472656,31.74228286743164
2019-05-08,59.560428619384766,31.15467643737793
2019-05-09,59.645721435546875,31.172672271728516
2019-05-10,60.07920455932617,31.244626998901367
2019-05-13,59.48226547241211,30.8428897857666
2019-05-14,59.75941848754883,31.11271095275879
2019-05-15,60.647735595703125,31.256607055664062
2019-05-16,60.768558502197266,31.196651458740234
2019-05-17,61.692405700683594,31.388519287109375
2019-05-20,61.28023147583008,31.376537322998047
2019-05-21,60.946205139160156,31.100725173950195
2019-05-22,60.75434494018555,31.67632484436035
2019-05-23,61.28733444213867,31.66433334350586
2019-05-24,60.15027618408203,31.418498992919922
2019-05-28,57.9543342590332,29.901538848876953
2019-05-29,57.66295623779297,30.09340476989746
2019-05-30,56.56855010986328,30.10540199279785
2019-05-31,54.81320571899414,29.415874481201172
2019-06-03,55.864994049072266,30.03944969177246
2019-06-04,55.78683090209961,30.23131561279297
2019-06-05,54.89849090576172,29.79361343383789
2019-06-06,54.86295700073242,30.42917823791504
2019-06-07,55.55229187011719,30.806921005249023
2019-06-10,54.692405700683594,30.704992294311523
2019-06-11,55.5309944152832,31.26860237121582
2019-06-12,54.87006759643555,30.932828903198242
2019-06-13,55.14010238647461,31.188627243041992
2019-06-14,54.86295700073242,30.97545623779297
2019-06-17,55.42436981201172,30.97545623779297
2019-06-18,54.79901123046875,30.5247745513916
2019-06-19,54.47210693359375,30.390796661376953
2019-06-20,55.67681884765625,30.610044479370117
2019-06-21,57.1484375,29.233631134033203
2019-06-24,56.14571762084961,29.532058715820312
2019-06-25,56.859901428222656,29.70867347717285
2019-06-26,55.82110595703125,29.19708251953125
2019-06-27,56.210655212402344,29.1727294921875
2019-06-28,56.650699615478516,28.83775520324707
2019-07-01,56.25393295288086,29.044832229614258
2019-07-02,57.53078842163086,29.599044799804688
2019-07-03,58.16562271118164,29.9583797454834
2019-07-05,57.797691345214844,29.70867347717285
2019-07-08,57.42979431152344,29.891387939453125
2019-07-09,57.30715560913086,29.446794509887695
2019-07-10,57.91312026977539,29.842670440673828
2019-07-11,58.62007522583008,30.001008987426758
2019-07-12,59.074562072753906,30.147178649902344
2019-07-15,58.77157974243164,30.171552658081055
2019-07-16,58.85093307495117,30.09236717224121
2019-07-17,58.468605041503906,30.116731643676758
2019-07-18,63.27302932739258,30.774484634399414
2019-07-19,64.00885772705078,30.774484634399414
2019-07-22,62.724796295166016,30.250720977783203
2019-07-23,62.58050537109375,30.476058959960938
2019-07-24,61.33250427246094,30.317712783813477
2019-07-25,61.77256393432617,30.201993942260742
2019-07-26,62.02505111694336,30.36643409729004
2019-07-29,62.58771514892578,30.640499114990234
2019-07-30,62.255889892578125,29.538150787353516
2019-07-31,60.31534957885742,28.66722869873047
2019-08-01,59.47854232788086,29.160547256469727
2019-08-02,60.71933364868164,29.19099998474121
2019-08-05,57.89870071411133,28.41143035888672
2019-08-06,58.66337203979492,28.113004684448242
2019-08-07,58.69221878051758,28.155635833740234
2019-08-08,59.500186920166016,28.3200740814209
2019-08-09,59.57954406738281,28.113004684448242
2019-08-12,59.428043365478516,28.003379821777344
2019-08-13,60.56061553955078,28.4906063079834
2019-08-14,60.11336135864258,27.936384201049805
2019-08-15,60.95017623901367,27.704959869384766
2019-08-16,61.253150939941406,28.30789566040039
2019-08-19,61.325286865234375,28.44188690185547
2019-08-20,59.87528991699219,28.033823013305664
2019-08-21,59.9113883972168,28.167818069458008
2019-08-22,59.8392448425293,28.37489128112793
2019-08-23,58.59123611450195,28.265268325805664
2019-08-26,56.073585510253906,28.697675704956055
2019-08-27,51.723602294921875,27.55878257751465
2019-08-28,53.61365509033203,27.924198150634766
2019-08-29,52.45942687988281,26.949750900268555
2019-08-30,52.00494384765625,26.639150619506836
2019-09-03,52.41614532470703,26.821863174438477
2019-09-04,52.675838470458984,26.980201721191406
2019-09-05,51.90395736694336,26.706138610839844
2019-09-06,52.63977813720703,26.706138610839844
2019-09-09,52.877838134765625,26.821863174438477
2019-09-10,53.74348831176758,26.943660736083984
2019-09-11,54.154701232910156,27.23600196838379
2019-09-12,54.03205871582031,27.077651977539062
2019-09-13,52.69747543334961,26.078214645385742
2019-09-16,52.37285614013672,25.705768585205078
2019-09-17,51.954444885253906,25.643688201904297
2019-09-18,51.622623443603516,25.351926803588867
2019-09-19,51.73081588745117,24.904979705810547
2019-09-20,51.362918853759766,25.333303451538086
2019-09-23,51.940032958984375,25.376760482788086
2019-09-24,52.47534942626953,25.283641815185547
2019-09-25,55.2032356262207,25.178115844726562
2019-09-26,55.210575103759766,25.24018669128418
2019-09-27,55.09324264526367,24.91118812561035
2019-09-30,55.67988586425781,25.38918113708496
2019-10-01,57.073158264160156,25.55057144165039
2019-10-02,56.259193420410156,24.96084976196289
2019-10-03,56.295867919921875,25.333303451538086
2019-10-04,57.403160095214844,25.854751586914062
2019-10-07,56.58918380737305,26.17754364013672
2019-10-08,56.002532958984375,26.07201385498047
2019-10-09,56.794517517089844,26.35756492614746
2019-10-10,57.01449203491211,26.680356979370117
2019-10-11,57.16115188598633,26.42584800720215
2019-10-14,57.219810485839844,26.518966674804688
2019-10-15,57.43247604370117,26.959705352783203
2019-10-16,58.004451751708984,27.009363174438477
2019-10-17,58.55443572998047,27.487348556518555
2019-10-18,59.0677604675293,27.51839828491211
2019-10-21,59.98439407348633,28.281925201416016
2019-10-22,59.52240753173828,28.76612663269043
2019-10-23,59.96971893310547,29.020626068115234
2019-10-24,59.727725982666016,29.150999069213867
2019-10-25,60.11637878417969,29.05167007446289
2019-10-28,60.19703674316406,28.548858642578125
2019-10-29,60.02104568481445,28.79095458984375
2019-10-30,59.55173110961914,28.530231475830078
2019-10-31,59.720394134521484,27.803939819335938
2019-11-01,60.84233856201172,27.971546173095703
2019-11-04,61.187015533447266,28.306760787963867
2019-11-05,61.74430847167969,28.71025276184082
2019-11-06,61.37767791748047,28.499195098876953
2019-11-07,60.31437301635742,28.54264259338379
2019-11-08,61.28232955932617,28.809579849243164
2019-11-11,61.40699005126953,28.809579849243164
2019-11-12,61.934993743896484,29.175825119018555
2019-11-13,62.132965087890625,29.070293426513672
2019-11-14,61.333683013916016,28.94614601135254
2019-11-15,62.17695617675781,29.777963638305664
2019-11-18,62.17695617675781,30.007640838623047
2019-11-19,61.201663970947266,29.132368087768555
2019-11-20,61.216339111328125,30.0759220123291
2019-11-21,61.201663970947266,30.305604934692383
2019-11-22,60.40970230102539,30.417354583740234
2019-11-25,60.40237045288086,30.578754425048828
2019-11-26,60.329044342041016,30.553909301757812
2019-11-27,60.48303985595703,30.882917404174805
2019-11-29,60.81303024291992,30.851882934570312
2019-12-02,60.5710334777832,31.410568237304688
2019-12-03,60.84233856201172,31.100183486938477
2019-12-04,60.204383850097656,31.106393814086914
2019-12-05,60.40970230102539,31.143644332885742
2019-12-06,61.04768371582031,31.292617797851562
2019-12-09,61.29698944091797,31.367109298706055
2019-12-10,61.524330139160156,31.06914710998535
2019-12-11,62.21363067626953,31.22433853149414
2019-12-12,61.63432693481445,30.99465560913086
2019-12-13,62.088966369628906,31.137426376342773
2019-12-16,63.24759292602539,31.410568237304688
2019-12-17,63.02760314941406,31.55333709716797
2019-12-18,63.7115478515625,31.882349014282227
2019-12-19,63.927146911621094,31.528512954711914
2019-12-20,63.391876220703125,31.739578247070312
2019-12-23,63.94945526123047,32.00029754638672
2019-12-24,64.01636505126953,31.72894287109375
2019-12-26,63.9569091796875,31.804670333862305
2019-12-27,64.16504669189453,31.804670333862305
2019-12-30,63.7115478515625,31.482833862304688
2019-12-31,63.25806427001953,31.495450973510742
2020-01-02,63.3324089050293,31.078964233398438
2020-01-03,63.21344757080078,31.318769454956055
2020-01-06,63.94945526123047,31.44497299194336
2020-01-07,64.2319564819336,31.28090476989746
2020-01-08,65.45116424560547,31.602737426757812
2020-01-09,65.62960052490234,31.911949157714844
2020-01-10,65.01998138427734,31.691082000732422
2020-01-13,65.28760528564453,32.03184509277344
2020-01-14,65.10920715332031,32.10125732421875
2020-01-15,65.65931701660156,32.3410530090332
2020-01-16,65.83773803710938,32.240089416503906
2020-01-17,65.93439483642578,32.1959114074707
2020-01-21,66.06822204589844,32.240089416503906
2020-01-22,66.1500015258789,32.20222854614258
2020-01-23,64.73747253417969,31.90563201904297
2020-01-24,64.04608154296875,31.710012435913086
2020-01-27,62.97555923461914,31.407108306884766
2020-01-28,62.953277587890625,31.659526824951172
2020-01-29,62.41801071166992,31.621660232543945
2020-01-30,62.69306564331055,30.290163040161133
2020-01-31,61.481258392333984,29.99356460571289
2020-02-03,61.70429229736328,29.192138671875
2020-02-04,62.150352478027344,29.35621452331543
2020-02-05,62.403106689453125,29.20476722717285
2020-02-06,64.06842041015625,29.444561004638672
2020-02-07,65.0125503540039,29.16689682006836
2020-02-10,65.97899627685547,29.154279708862305
2020-02-11,66.49195861816406,28.7567195892334
2020-02-12,65.34709167480469,28.649444580078125
2020-02-13,66.03104400634766,28.807207107543945
2020-02-14,65.79314422607422,28.50429916381836
2020-02-18,65.00511932373047,28.53585433959961
2020-02-19,65.33221435546875,28.485374450683594
2020-02-20,65.00511932373047,28.750410079956055
2020-02-21,66.6406478881836,28.95865249633789
2020-02-24,63.61491012573242,27.639766693115234
2020-02-25,63.1911506652832,26.813108444213867
2020-02-26,64.12042999267578,26.57961082458496
2020-02-27,61.756343841552734,25.431108474731445
2020-02-28,60.86424255371094,25.475290298461914
2020-03-02,63.16884994506836,26.54806137084961
2020-03-03,62.076026916503906,26.440793991088867
2020-03-04,65.9715576171875,27.721811294555664
2020-03-05,65.31734466552734,27.235902786254883
2020-03-06,64.87872314453125,26.59854507446289
2020-03-09,60.68581008911133,25.456357955932617
2020-03-10,62.99043273925781,26.59854507446289
2020-03-11,59.35508728027344,25.54470443725586
2020-03-12,53.71247863769531,22.982654571533203
2020-03-13,59.102325439453125,25.285972595214844
2020-03-16,51.742401123046875,24.1185359954834
2020-03-17,55.00605392456055,25.147136688232422
2020-03-18,48.255741119384766,24.181644439697266
2020-03-19,49.38573455810547,23.41176986694336
2020-03-20,46.23008346557617,21.63222312927246
2020-03-23,45.39008712768555,19.80219268798828
2020-03-24,48.12954330444336,20.995256423950195
2020-03-25,49.998714447021484,22.285568237304688
2020-03-26,53.85060119628906,23.757442474365234
2020-03-27,52.32952117919922,23.757442474365234
2020-03-30,54.902488708496094,24.191871643066406
2020-03-31,55.21274185180664,25.07369613647461
2020-04-01,53.82032012939453,24.38639259338379
2020-04-02,56.25706481933594,23.485111236572266
2020-04-03,55.591129302978516,24.256711959838867
2020-04-06,57.2711181640625,24.172420501708984
2020-04-07,56.38572692871094,24.950498580932617
2020-04-08,56.49924087524414,26.020362854003906
2020-04-09,57.01380920410156,26.526113510131836
2020-04-13,55.961944580078125,26.22136878967285
2020-04-14,58.406246185302734,27.310686111450195
2020-04-15,57.08950424194336,26.526113510131836
2020-04-16,57.051666259765625,26.1954288482666
2020-04-17,58.99652862548828,26.48721694946289
2020-04-20,58.164093017578125,25.33305549621582
2020-04-21,54.698150634765625,24.483654022216797
2020-04-22,55.28841781616211,24.516069412231445
2020-04-23,54.31977081298828,24.931055068969727
2020-04-24,55.75004577636719,25.559995651245117
2020-04-27,56.695987701416016,25.773971557617188
2020-04-28,58.459232330322266,26.396440505981445
2020-04-29,57.89166259765625,26.240827560424805
2020-04-30,56.45381546020508,25.449764251708984
2020-05-01,55.454917907714844,24.580909729003906
2020-05-04,55.47761154174805,24.645755767822266
2020-05-05,54.637611389160156,23.861183166503906
2020-05-06,54.10788345336914,23.167394638061523
2020-05-07,53.07870864868164,22.758899688720703
2020-05-08,54.48626708984375,23.822290420532227
2020-05-11,53.941402435302734,23.614791870117188
2020-05-12,52.8743896484375,23.394336700439453
2020-05-13,52.05707550048828,23.569408416748047
2020-05-14,51.428977966308594,23.504566192626953
2020-05-15,51.29276657104492,23.725025177001953
2020-05-18,51.6484375,24.379907608032227
2020-05-19,51.84518814086914,24.068674087524414
2020-05-20,53.32841873168945,24.490137100219727
2020-05-21,53.351139068603516,24.34100914001465
2020-05-22,53.313289642333984,24.464200973510742
2020-05-26,54.58464431762695,24.820817947387695
2020-05-27,55.93165969848633,25.320091247558594
2020-05-28,55.62897491455078,25.16447639465332
2020-05-29,55.51545715332031,25.320091247558594
2020-06-01,55.840850830078125,25.404380798339844
2020-06-02,55.79545974731445,25.715620040893555
