Date,SLB,HAL
2018-06-26,53.654685974121094,39.174015045166016
2018-06-27,54.296714782714844,39.60601806640625
2018-06-28,54.459259033203125,39.42456817626953
2018-06-29,54.47550582885742,38.932090759277344
2018-07-02,52.99640655517578,38.42232894897461
2018-07-03,53.50839614868164,38.474159240722656
2018-07-05,53.9879035949707,38.4050407409668
2018-07-06,54.47550582885742,38.819766998291016
2018-07-09,55.540157318115234,39.597373962402344
2018-07-10,56.474769592285156,39.96889114379883
2018-07-11,55.540157318115234,38.96664047241211
2018-07-12,54.83311080932617,38.81112289428711
2018-07-13,55.32886505126953,39.182655334472656
2018-07-16,54.79246520996094,38.845680236816406
2018-07-17,54.239830017089844,38.932090759277344
2018-07-18,54.49989318847656,38.70743942260742
2018-07-19,54.386112213134766,38.845680236816406
2018-07-20,53.71157455444336,39.053043365478516
2018-07-23,53.427127838134766,35.89078140258789
2018-07-24,53.24833679199219,34.86262893676758
2018-07-25,53.45963668823242,34.40468978881836
2018-07-26,54.33735275268555,35.692073822021484
2018-07-27,54.483638763427734,36.11543273925781
2018-07-30,54.9224967956543,36.538795471191406
2018-07-31,54.873748779296875,36.65111541748047
2018-08-01,54.17482376098633,36.34007263183594
2018-08-02,53.589664459228516,36.210472106933594
2018-08-03,53.549041748046875,36.33142852783203
2018-08-06,53.427127838134766,36.25366973876953
2018-08-07,54.19107437133789,36.31414794921875
2018-08-08,53.971649169921875,36.31414794921875
2018-08-09,53.150821685791016,35.864871978759766
2018-08-10,53.67094039916992,36.236385345458984
2018-08-13,52.80134963989258,35.29460906982422
2018-08-14,52.663204193115234,35.139102935791016
2018-08-15,50.62330627441406,34.3010139465332
2018-08-16,50.785850524902344,34.361488342285156
2018-08-17,51.062164306640625,34.5343017578125
2018-08-20,51.60667419433594,34.90582275390625
2018-08-21,52.630672454833984,35.346473693847656
2018-08-22,52.89888381958008,35.59701919555664
2018-08-23,52.541297912597656,35.277339935302734
2018-08-24,53.02890396118164,35.26006317138672
2018-08-27,52.70383071899414,35.43285369873047
2018-08-28,52.06991958618164,35.139102935791016
2018-08-29,52.41124725341797,35.18229675292969
2018-08-30,52.28934097290039,34.75030517578125
2018-08-31,51.330352783203125,34.465171813964844
2018-09-04,50.72415542602539,34.265560150146484
2018-09-05,49.98687744140625,32.22593688964844
2018-09-06,49.32334899902344,31.99159812927246
2018-09-07,48.90555953979492,31.939531326293945
2018-09-10,49.13492202758789,31.84405517578125
2018-09-11,49.4134521484375,32.4168815612793
2018-09-12,49.82305145263672,33.1025390625
2018-09-13,49.98687744140625,33.354251861572266
2018-09-14,50.15891647338867,33.52782440185547
2018-09-17,49.945926666259766,33.59725570678711
2018-09-18,49.96231460571289,33.987815856933594
2018-09-19,50.15891647338867,34.76896286010742
2018-09-20,50.43743133544922,35.05537414550781
2018-09-21,50.07700729370117,35.33310317993164
2018-09-24,50.46202087402344,35.63686752319336
2018-09-25,51.22385787963867,35.89725112915039
2018-09-26,49.87221145629883,35.65422821044922
2018-09-27,50.10976028442383,35.22895431518555
2018-09-28,49.90495681762695,35.17686462402344
2018-10-01,50.45382308959961,35.6281852722168
2018-10-02,50.6995735168457,36.201019287109375
2018-10-03,51.297576904296875,36.27913284301758
2018-10-04,51.486000061035156,36.35723876953125
2018-10-05,51.608882904052734,36.45271682739258
2018-10-08,51.55972671508789,36.461395263671875
2018-10-09,51.69898986816406,36.57422637939453
2018-10-10,49.82305145263672,35.2723388671875
2018-10-11,48.43042755126953,34.49989318847656
2018-10-12,48.602455139160156,34.36970520019531
2018-10-15,48.78268051147461,34.54328918457031
2018-10-16,48.8891716003418,34.786312103271484
2018-10-17,48.52873229980469,34.33498764038086
2018-10-18,47.86518478393555,32.98103332519531
2018-10-19,47.89795684814453,32.581783294677734
2018-10-22,46.53810501098633,31.592355728149414
2018-10-23,45.12909698486328,30.89801788330078
2018-10-24,43.4251823425293,29.70897102355957
2018-10-25,43.66274642944336,30.151613235473633
2018-10-26,43.3350715637207,30.498779296875
2018-10-29,42.14725875854492,29.873865127563477
2018-10-30,42.85994338989258,30.42934226989746
2018-10-31,42.03256607055664,30.09952735900879
2018-11-01,42.319271087646484,30.177650451660156
2018-11-02,42.10630416870117,30.290470123291016
2018-11-05,42.56504440307617,31.028202056884766
2018-11-06,42.66333770751953,31.045557022094727
2018-11-07,42.85994338989258,31.601030349731445
2018-11-08,42.25375747680664,30.698402404785156
2018-11-09,41.2870979309082,30.359901428222656
2018-11-12,40.508872985839844,29.648210525512695
2018-11-13,38.78040313720703,28.00783920288086
2018-11-14,39.1654052734375,27.9904842376709
2018-11-15,39.38658905029297,28.164064407348633
2018-11-16,39.50126647949219,28.17274284362793
2018-11-19,39.57500076293945,28.63274574279785
2018-11-20,38.419952392578125,27.2874698638916
2018-11-21,39.02614212036133,27.712745666503906
2018-11-23,37.98577117919922,26.645198822021484
2018-11-26,38.198760986328125,27.599916458129883
2018-11-27,37.84649658203125,27.669353485107422
2018-11-28,38.01853561401367,27.921051025390625
2018-11-29,37.600765228271484,27.678024291992188
2018-11-30,36.945411682128906,27.278785705566406
2018-12-03,37.928436279296875,28.34632682800293
2018-12-04,36.53717041015625,27.2874698638916
2018-12-06,35.04652786254883,26.0042781829834
2018-12-07,35.642791748046875,25.90825080871582
2018-12-10,34.75668716430664,25.559083938598633
2018-12-11,34.15215301513672,25.140077590942383
2018-12-12,34.31776809692383,25.847148895263672
2018-12-13,33.96996307373047,26.109025955200195
2018-12-14,32.37995147705078,25.31467056274414
2018-12-17,32.33854675292969,25.393226623535156
2018-12-18,31.33650016784668,25.297208786010742
2018-12-19,31.295095443725586,24.127490997314453
2018-12-20,29.978361129760742,23.691038131713867
2018-12-21,29.564306259155273,22.564970016479492
2018-12-24,29.141950607299805,21.945194244384766
2018-12-26,30.31789779663086,23.07126235961914
2018-12-27,30.086021423339844,23.010156631469727
2018-12-28,30.309621810913086,23.09745216369629
2018-12-31,29.878984451293945,23.202198028564453
2019-01-02,30.806493759155273,23.830707550048828
2019-01-03,31.13775634765625,23.682302474975586
2019-01-04,32.371665954589844,24.80837631225586
2019-01-07,33.26604461669922,25.15753936767578
2019-01-08,33.68011474609375,25.489248275756836
2019-01-09,34.15215301513672,26.187583923339844
2019-01-10,34.49169158935547,26.947025299072266
2019-01-11,34.56622314453125,26.798627853393555
2019-01-14,34.218406677246094,26.51056480407715
2019-01-15,34.549652099609375,26.49311065673828
2019-01-16,34.16042709350586,26.50183868408203
2019-01-17,34.25980758666992,26.973217010498047
2019-01-18,37.042327880859375,28.151657104492188
2019-01-22,36.40465545654297,27.28746223449707
2019-01-23,35.86637496948242,27.104150772094727
2019-01-24,36.07341766357422,27.24382209777832
2019-01-25,37.265926361083984,28.020715713500977
2019-01-28,36.63654708862305,27.261274337768555
2019-01-29,36.43779373168945,26.929567337036133
2019-01-30,37.265926361083984,27.558069229125977
2019-01-31,36.61170196533203,27.374759674072266
2019-02-01,36.90155029296875,28.03817367553711
2019-02-04,36.93467712402344,28.151657104492188
2019-02-05,37.38185501098633,28.195295333862305
2019-02-06,37.323890686035156,27.959611892700195
2019-02-07,35.99059295654297,26.624046325683594
2019-02-08,35.427467346191406,25.92571258544922
2019-02-11,36.18107986450195,26.362171173095703
2019-02-12,36.90989303588867,26.92083740234375
2019-02-13,37.211463928222656,27.409671783447266
2019-02-14,36.976890563964844,27.584259033203125
2019-02-15,37.65545654296875,27.802490234375
2019-02-19,38.14971160888672,27.67154884338379
2019-02-20,38.4512939453125,28.18657112121582
2019-02-21,37.46277618408203,27.392213821411133
2019-02-22,37.161197662353516,27.339845657348633
2019-02-25,37.52141571044922,27.71519660949707
2019-02-26,37.119327545166016,27.531883239746094
2019-02-27,37.15282440185547,27.278736114501953
2019-02-28,36.90989303588867,26.789897918701172
2019-03-01,37.856510162353516,26.999406814575195
2019-03-04,37.89839172363281,27.043048858642578
2019-03-05,37.52141571044922,26.595252990722656
2019-03-06,36.33186340332031,25.32213020324707
2019-03-07,35.59467315673828,24.523122787475586
2019-03-08,34.58940887451172,24.119232177734375
2019-03-11,35.2512092590332,24.48800277709961
2019-03-12,35.67844009399414,24.663606643676758
2019-03-13,36.1475715637207,25.023597717285156
2019-03-14,36.097293853759766,24.99725914001465
2019-03-15,35.510894775390625,24.55824851989746
2019-03-18,36.323486328125,25.348468780517578
2019-03-19,36.2313346862793,25.690898895263672
2019-03-20,37.10255432128906,26.42843246459961
2019-03-21,37.0439338684082,26.375749588012695
2019-03-22,35.577919006347656,25.225540161132812
2019-03-25,35.577919006347656,24.795312881469727
2019-03-26,36.06380081176758,24.99725914001465
2019-03-27,35.75382995605469,25.076282501220703
2019-03-28,36.541290283203125,25.629436492919922
2019-03-29,36.4994010925293,25.72601318359375
2019-04-01,37.49629592895508,26.46354866027832
2019-04-02,37.270111083984375,26.287948608398438
2019-04-03,36.51614761352539,26.2791690826416
2019-04-04,36.943389892578125,26.709400177001953
2019-04-05,37.69733810424805,27.192306518554688
2019-04-08,38.67747497558594,27.473278045654297
2019-04-09,38.1832275390625,27.051828384399414
2019-04-10,38.15808868408203,27.253774642944336
2019-04-11,37.95703125,27.394254684448242
2019-04-12,38.241859436035156,27.508399963378906
2019-04-15,38.87016296386719,27.473278045654297
2019-04-16,39.65760803222656,27.929847717285156
2019-04-17,39.71623992919922,27.736684799194336
2019-04-18,38.166473388671875,27.33279800415039
2019-04-22,38.40940475463867,27.297672271728516
2019-04-23,38.44292068481445,27.350353240966797
2019-04-24,37.06067657470703,26.43721580505371
2019-04-25,36.273216247558594,25.65576934814453
2019-04-26,36.273216247558594,25.33090591430664
2019-04-29,36.38212585449219,25.260663986206055
2019-04-30,35.75382995605469,24.87433433532715
2019-05-01,34.65642166137695,24.224594116210938
2019-05-02,34.446990966796875,24.356298446655273
2019-05-03,34.581031799316406,24.382644653320312
2019-05-06,34.547515869140625,24.25971794128418
2019-05-07,34.01137161254883,23.653888702392578
2019-05-08,33.73492431640625,23.267555236816406
2019-05-09,33.73492431640625,22.81976318359375
2019-05-10,33.14015579223633,22.266613006591797
2019-05-13,31.967357635498047,21.643213272094727
2019-05-14,32.6710319519043,22.328073501586914
2019-05-15,32.947479248046875,22.468557357788086
2019-05-16,33.39146041870117,22.723180770874023
2019-05-17,32.68778991699219,22.108570098876953
2019-05-20,32.77155685424805,22.02076530456543
2019-05-21,33.08989334106445,22.468557357788086
2019-05-22,32.11812973022461,21.722238540649414
2019-05-23,31.40607452392578,20.64227294921875
2019-05-24,30.99559211730957,20.16814422607422
2019-05-28,30.576736450195312,20.185701370239258
2019-05-29,30.30866813659668,20.203264236450195
2019-05-30,29.47093391418457,19.465726852416992
2019-05-31,29.06045913696289,18.69306755065918
2019-06-03,29.730632781982422,18.96525764465332
2019-06-04,30.359403610229492,19.44336700439453
2019-06-05,29.688154220581055,18.761615753173828
2019-06-06,29.781620025634766,19.080352783203125
2019-06-07,30.24894142150879,19.15118980407715
2019-06-10,30.13849449157715,19.26629066467285
2019-06-11,31.175113677978516,19.549612045288086
2019-06-12,30.231952667236328,18.655364990234375
2019-06-13,31.26007080078125,19.17774772644043
2019-06-14,30.52935028076172,18.929845809936523
2019-06-17,31.149621963500977,19.45222282409668
2019-06-18,31.3790283203125,19.673574447631836
2019-06-19,31.02216148376465,19.310556411743164
2019-06-20,32.50062561035156,20.2579345703125
2019-06-21,33.03592300415039,20.222524642944336
2019-06-24,32.84050369262695,19.93033790588379
2019-06-25,32.78102111816406,19.921485900878906
2019-06-26,33.154884338378906,20.5412654876709
2019-06-27,33.231361389160156,20.125123977661133
2019-06-28,33.76666259765625,20.133974075317383
2019-07-01,33.4097900390625,20.319913864135742
2019-07-02,33.29083251953125,20.05430030822754
2019-07-03,33.554237365722656,20.222524642944336
2019-07-05,33.62221145629883,20.390743255615234
2019-07-08,33.89411926269531,20.58553695678711
2019-07-09,34.157527923583984,20.868865966796875
2019-07-10,34.51438903808594,20.89542579650879
2019-07-11,34.81178283691406,21.116769790649414
2019-07-12,34.675838470458984,21.028234481811523
2019-07-15,34.38694381713867,20.771467208862305
2019-07-16,34.04705047607422,20.2579345703125
2019-07-17,32.823516845703125,19.283994674682617
2019-07-18,32.95095443725586,19.195459365844727
2019-07-19,32.89148712158203,19.25743865966797
2019-07-22,33.554237365722656,21.019380569458008
2019-07-23,33.7751579284668,21.10791778564453
2019-07-24,34.267982482910156,21.063648223876953
2019-07-25,33.945106506347656,20.558971405029297
2019-07-26,33.996070861816406,20.390743255615234
2019-07-29,33.316314697265625,19.63815689086914
2019-07-30,33.605220794677734,20.5412654876709
2019-07-31,33.962100982666016,20.364187240600586
2019-08-01,32.721534729003906,19.17774772644043
2019-08-02,31.795373916625977,18.5933895111084
2019-08-05,30.580326080322266,17.982458114624023
2019-08-06,30.12998390197754,17.663721084594727
2019-08-07,29.51820945739746,17.398094177246094
2019-08-08,29.917564392089844,17.64600944519043
2019-08-09,29.33977699279785,17.282997131347656
2019-08-12,29.118860244750977,17.18560028076172
2019-08-13,29.42475700378418,17.24757957458496
2019-08-14,27.47895622253418,16.229372024536133
2019-08-15,26.892675399780273,16.158533096313477
2019-08-16,27.80184555053711,16.707487106323242
2019-08-19,28.974414825439453,17.11476707458496
2019-08-20,28.804471969604492,16.875707626342773
2019-08-21,28.62604331970215,16.46842384338379
2019-08-22,28.643030166625977,16.530405044555664
2019-08-23,27.21555519104004,15.689278602600098
2019-08-26,26.84169578552246,15.494484901428223
2019-08-27,26.55279541015625,15.326261520385742
2019-08-28,26.867183685302734,15.937185287475586
2019-08-29,27.41098976135254,16.406455993652344
2019-08-30,27.55542755126953,16.680923461914062
2019-09-03,27.37420654296875,16.770315170288086
2019-09-04,28.461572647094727,16.770315170288086
2019-09-05,29.39361000061035,16.98487091064453
2019-09-06,29.51443099975586,17.06531524658203
2019-09-09,31.266313552856445,17.834110260009766
2019-09-10,32.327796936035156,17.90561866760254
2019-09-11,32.20697021484375,17.92349624633789
2019-09-12,31.84452247619629,17.655323028564453
2019-09-13,32.21559524536133,18.120168685913086
2019-09-16,33.92434310913086,20.104713439941406
2019-09-17,32.940528869628906,18.799564361572266
2019-09-18,32.8197021484375,18.602893829345703
2019-09-19,32.58667755126953,18.70122718811035
2019-09-20,32.189720153808594,18.272136688232422
2019-09-23,32.21559524536133,18.42410659790039
2019-09-24,30.6881046295166,17.42289161682129
2019-09-25,30.41194725036621,17.37820053100586
2019-09-26,29.807851791381836,17.226224899291992
2019-09-27,29.626619338989258,16.743499755859375
2019-09-30,29.488540649414062,16.850772857666016
2019-10-01,28.219942092895508,16.609407424926758
2019-10-02,27.408721923828125,16.24289321899414
2019-10-03,27.658987045288086,16.663042068481445
2019-10-04,27.512283325195312,16.582590103149414
2019-10-07,27.4432430267334,16.412742614746094
2019-10-08,26.50257682800293,16.31440544128418
2019-10-09,26.666549682617188,16.332290649414062
2019-10-10,26.813257217407227,16.475311279296875
2019-10-11,28.030086517333984,16.940166473388672
2019-10-14,28.107749938964844,16.770315170288086
2019-10-15,28.314868927001953,16.716684341430664
2019-10-16,27.572690963745117,16.35910415649414
2019-10-17,27.52090835571289,16.546831130981445
2019-10-18,27.88336753845215,16.475311279296875
2019-10-21,28.988006591796875,17.53016471862793
2019-10-22,30.04949378967285,17.789409637451172
2019-10-23,30.489612579345703,18.066532135009766
2019-10-24,30.299755096435547,17.798349380493164
2019-10-25,30.282495498657227,18.307897567749023
2019-10-28,30.22208023071289,18.14698600769043
2019-10-29,30.023597717285156,18.21849822998047
2019-10-30,28.565135955810547,17.37820053100586
2019-10-31,28.2113094329834,17.208351135253906
2019-11-01,29.72154998779297,17.959260940551758
2019-11-04,31.274940490722656,18.83531951904297
2019-11-05,31.689178466796875,18.81743621826172
2019-11-06,30.6881046295166,18.415164947509766
2019-11-07,31.13686180114746,18.73698616027832
2019-11-08,31.361238479614258,19.02305030822754
2019-11-11,31.421655654907227,18.99622917175293
2019-11-12,31.24904441833496,18.799564361572266
2019-11-13,30.230714797973633,18.433046340942383
2019-11-14,29.95455551147461,18.17380142211914
2019-11-15,30.5155029296875,18.307897567749023
2019-11-18,29.937292098999023,18.021835327148438
2019-11-19,29.609357833862305,17.789409637451172
2019-11-20,31.188640594482422,18.35259246826172
2019-11-21,31.602872848510742,18.88895606994629
2019-11-22,31.594249725341797,18.763803482055664
2019-11-25,31.99985694885254,19.076679229736328
2019-11-26,31.40438461303711,18.620771408081055
2019-11-27,31.732324600219727,19.13926124572754
2019-11-29,31.24041748046875,18.763803482055664
2019-12-02,31.378503799438477,19.031986236572266
2019-12-03,30.61722755432129,18.585018157958984
2019-12-04,31.667261123657227,19.360515594482422
2019-12-05,31.369752883911133,19.3154354095459
2019-12-06,32.27978515625,20.136016845703125
2019-12-09,32.51603698730469,20.352445602416992
2019-12-10,32.673545837402344,20.550823211669922
2019-12-11,33.60107421875,21.082853317260742
2019-12-12,34.18734359741211,21.91246223449707
2019-12-13,34.1260871887207,21.632923126220703
2019-12-16,34.47610092163086,21.957548141479492
2019-12-17,34.528594970703125,22.264150619506836
2019-12-18,34.668609619140625,22.128883361816406
2019-12-19,34.659854888916016,22.074777603149414
2019-12-20,34.502349853515625,22.083797454833984
2019-12-23,35.6923828125,22.44449234008789
2019-12-24,35.569889068603516,22.41744613647461
2019-12-26,35.0623664855957,22.128883361816406
2019-12-27,35.001121520996094,22.002639770507812
2019-12-30,35.35112762451172,22.14691925048828
2019-12-31,35.17612075805664,22.06576156616211
2020-01-02,35.14986801147461,22.255126953125
2020-01-03,35.49113082885742,22.327266693115234
2020-01-06,35.71864318847656,22.895366668701172
2020-01-07,35.53488540649414,22.246110916137695
2020-01-08,34.484840393066406,21.687028884887695
2020-01-09,34.878604888916016,21.813270568847656
2020-01-10,34.85236358642578,21.714082717895508
2020-01-13,34.32733917236328,21.41650390625
2020-01-14,34.58985137939453,21.587833404541016
2020-01-15,33.53982162475586,21.254192352294922
2020-01-16,33.93357467651367,21.470609664916992
2020-01-17,33.5748176574707,21.605867385864258
2020-01-21,32.332279205322266,21.434537887573242
2020-01-22,32.09601974487305,21.57881736755371
2020-01-23,31.877273559570312,21.26320457458496
2020-01-24,31.299739837646484,20.830364227294922
2020-01-27,29.7159481048584,19.522830963134766
2020-01-28,29.7159481048584,19.910579681396484
2020-01-29,29.514686584472656,19.50480079650879
2020-01-30,29.785951614379883,19.79335594177246
2020-01-31,29.322179794311523,19.667110443115234
2020-02-03,29.27843475341797,19.387569427490234
2020-02-04,29.81220245361328,19.54086685180664
2020-02-05,30.687231063842773,20.361459732055664
2020-02-06,30.19721221923828,20.07289695739746
2020-02-07,30.11845588684082,19.658092498779297
2020-02-10,30.05721092224121,19.297399520874023
2020-02-11,30.447908401489258,19.594970703125
2020-02-12,31.12274742126465,20.154056549072266
2020-02-13,30.785329818725586,20.009777069091797
2020-02-14,30.56334114074707,19.946653366088867
2020-02-18,29.879615783691406,19.712202072143555
2020-02-19,30.447908401489258,20.090930938720703
2020-02-20,30.039445877075195,19.79335594177246
2020-02-21,29.648744583129883,19.171152114868164
2020-02-24,27.464378356933594,17.881650924682617
2020-02-25,26.052541732788086,17.142223358154297
2020-02-26,25.200103759765625,16.592153549194336
2020-02-27,23.832660675048828,15.681392669677734
2020-02-28,24.054645538330078,15.2936372756958
2020-03-02,24.676219940185547,15.52808952331543
2020-03-03,23.806018829345703,14.534806251525879
2020-03-04,24.04576301574707,14.024492263793945
2020-03-05,22.935827255249023,13.432165145874023
2020-03-06,21.17768096923828,11.910335540771484
2020-03-09,15.370468139648438,7.426875591278076
2020-03-10,16.15186309814453,7.891624927520752
2020-03-11,15.432621955871582,7.135268211364746
2020-03-12,12.804283142089844,5.850372791290283
2020-03-13,14.349320411682129,6.515601634979248
2020-03-16,12.795404434204102,5.412961006164551
2020-03-17,12.431341171264648,5.595215797424316
2020-03-18,10.69983196258545,4.200969219207764
2020-03-19,12.31590747833252,4.374110221862793
2020-03-20,12.67996883392334,4.6019287109375
2020-03-23,11.392434120178223,4.775069236755371
2020-03-24,13.008511543273926,6.041740417480469
2020-03-25,12.964113235473633,6.169318675994873
2020-03-26,13.781030654907227,6.424473762512207
2020-03-27,12.218231201171875,5.823034286499023
2020-03-30,11.792014122009277,5.8048095703125
2020-03-31,11.978487014770508,6.242220878601074
2020-04-01,11.179329872131348,6.014401435852051
2020-04-02,12.324787139892578,6.8527727127075195
2020-04-03,12.688848495483398,6.934787750244141
2020-04-06,13.91422176361084,7.208169937133789
2020-04-07,14.624587059020996,7.326634407043457
2020-04-08,15.343826293945312,7.973638534545898
2020-04-09,14.624587059020996,7.481550216674805
2020-04-13,14.162848472595215,7.153493404388428
2020-04-14,13.798788070678711,6.9530134201049805
2020-04-15,13.079545974731445,6.333346843719482
2020-04-16,12.475739479064941,6.078190803527832
2020-04-17,13.567922592163086,6.907449245452881
2020-04-20,13.50576400756836,6.9530134201049805
2020-04-21,13.044029235839844,6.798096179962158
2020-04-22,13.621199607849121,7.499776363372803
2020-04-23,14.668987274169922,8.128556251525879
2020-04-24,14.304923057556152,8.07387924194336
2020-04-27,14.251643180847168,8.119441032409668
2020-04-28,14.340441703796387,8.67531967163086
2020-04-29,16.160747528076172,10.042226791381836
2020-04-30,14.9353666305542,9.568366050720215
2020-05-01,13.985260963439941,8.894022941589355
2020-05-04,14.411478996276855,9.140069007873535
2020-05-05,14.429237365722656,8.985151290893555
2020-05-06,14.047416687011719,8.711771965026855
2020-05-07,14.855453491210938,9.121842384338379
2020-05-08,16.027557373046875,9.750619888305664
2020-05-11,15.414863586425781,9.641265869140625
2020-05-12,15.166238784790039,9.559253692626953
2020-05-13,14.074055671691895,8.69354248046875
2020-05-14,14.296043395996094,9.067164421081543
2020-05-15,14.162848472595215,8.948700904846191
2020-05-18,15.93875789642334,10.488752365112305
2020-05-19,15.192879676818848,10.160693168640137
2020-05-20,16.16962432861328,10.889715194702148
2020-05-21,15.796682357788086,10.917051315307617
2020-05-22,15.610210418701172,10.561652183532715
2020-05-26,16.338333129882812,10.816811561584473
2020-05-27,16.915504455566406,11.108418464660645
2020-05-28,16.68463897705078,11.035516738891602
2020-05-29,16.40049171447754,10.707457542419434
2020-06-01,16.364973068237305,10.971729278564453
2020-06-02,16.86115264892578,11.60743522644043
